"ProductID","BusinessEntityID","AverageLeadTime","StandardPrice","LastReceiptCost","LastReceiptDate","MinOrderQty","MaxOrderQty","OnOrderQty","UnitMeasureCode","ModifiedDate"
"403","1672","15","43.2100","45.3705","8/20/2011 12:00:00 AM","1","5","3","CAN","8/20/2011 12:00:00 AM"
"403","1686","19","43.2800","45.4440","8/28/2011 12:00:00 AM","1","5","","CAN","8/28/2011 12:00:00 AM"
"404","1616","17","43.2100","45.3705","8/6/2011 12:00:00 AM","1","5","3","CAN","8/6/2011 12:00:00 AM"
"404","1672","15","47.2800","49.6440","8/20/2011 12:00:00 AM","1","5","3","CAN","8/20/2011 12:00:00 AM"
"404","1686","19","39.2100","41.1705","8/28/2011 12:00:00 AM","1","5","","CAN","8/28/2011 12:00:00 AM"
"405","1616","17","47.2800","49.6440","8/12/2011 12:00:00 AM","1","5","3","CAN","8/12/2011 12:00:00 AM"
"405","1672","15","43.2100","45.3705","8/20/2011 12:00:00 AM","1","5","3","CAN","8/20/2011 12:00:00 AM"
"405","1686","19","37.2100","39.0705","8/4/2011 12:00:00 AM","1","5","","CAN","8/4/2011 12:00:00 AM"
"406","1616","17","43.2100","45.3705","8/12/2011 12:00:00 AM","1","5","3","CAN","8/12/2011 12:00:00 AM"
"406","1672","15","41.2100","43.2705","8/20/2011 12:00:00 AM","1","5","3","CAN","8/20/2011 12:00:00 AM"
"406","1686","19","41.2800","43.3440","8/4/2011 12:00:00 AM","1","5","","CAN","8/4/2011 12:00:00 AM"
"407","1616","17","41.2100","43.2705","8/12/2011 12:00:00 AM","1","5","","CAN","8/12/2011 12:00:00 AM"
"407","1672","15","45.2800","47.5440","8/20/2011 12:00:00 AM","1","5","","CAN","8/20/2011 12:00:00 AM"
"407","1686","19","37.2100","39.0705","8/4/2011 12:00:00 AM","1","5","","CAN","8/4/2011 12:00:00 AM"
"408","1616","17","45.2800","47.5440","8/19/2011 12:00:00 AM","1","5","3","CAN","8/19/2011 12:00:00 AM"
"408","1672","15","41.2100","43.2705","8/20/2011 12:00:00 AM","1","5","3","CAN","8/20/2011 12:00:00 AM"
"408","1686","19","35.2100","36.9705","8/10/2011 12:00:00 AM","1","5","","CAN","8/10/2011 12:00:00 AM"
"409","1616","17","41.2100","43.2705","8/19/2011 12:00:00 AM","1","5","3","CAN","8/19/2011 12:00:00 AM"
"409","1672","15","39.2100","41.1705","8/26/2011 12:00:00 AM","1","5","3","CAN","8/26/2011 12:00:00 AM"
"409","1686","19","39.2800","41.2440","8/10/2011 12:00:00 AM","1","5","","CAN","8/10/2011 12:00:00 AM"
"410","1616","17","39.2100","41.1705","8/25/2011 12:00:00 AM","1","5","3","CAN","8/25/2011 12:00:00 AM"
"410","1686","19","35.2100","36.9705","8/10/2011 12:00:00 AM","1","5","","CAN","8/10/2011 12:00:00 AM"
"411","1616","17","43.2800","45.4440","8/25/2011 12:00:00 AM","1","5","","CAN","8/25/2011 12:00:00 AM"
"411","1686","19","33.2100","34.8705","8/10/2011 12:00:00 AM","1","5","","CAN","8/10/2011 12:00:00 AM"
"412","1616","17","39.2100","41.1705","8/25/2011 12:00:00 AM","1","5","3","CAN","8/25/2011 12:00:00 AM"
"412","1686","19","37.2800","39.1440","8/10/2011 12:00:00 AM","1","5","","CAN","8/10/2011 12:00:00 AM"
"413","1616","17","37.2100","39.0705","8/25/2011 12:00:00 AM","1","5","","CAN","8/25/2011 12:00:00 AM"
"413","1686","19","45.3100","47.5755","8/10/2011 12:00:00 AM","1","5","","CAN","8/10/2011 12:00:00 AM"
"414","1616","17","41.2800","43.3440","7/24/2011 12:00:00 AM","1","5","3","CAN","7/24/2011 12:00:00 AM"
"414","1686","19","43.3100","45.4755","8/17/2011 12:00:00 AM","1","5","","CAN","8/17/2011 12:00:00 AM"
"415","1616","17","37.2100","39.0705","7/24/2011 12:00:00 AM","1","5","3","CAN","7/24/2011 12:00:00 AM"
"415","1686","19","47.3800","49.7490","8/17/2011 12:00:00 AM","1","5","","CAN","8/17/2011 12:00:00 AM"
"416","1616","17","35.2100","36.9705","7/24/2011 12:00:00 AM","1","5","3","CAN","7/24/2011 12:00:00 AM"
"416","1686","19","43.3100","45.4755","8/17/2011 12:00:00 AM","1","5","","CAN","8/17/2011 12:00:00 AM"
"417","1616","17","39.2800","41.2440","7/24/2011 12:00:00 AM","1","5","","CAN","7/24/2011 12:00:00 AM"
"417","1686","19","41.3100","43.3755","8/17/2011 12:00:00 AM","1","5","","CAN","8/17/2011 12:00:00 AM"
"418","1616","17","35.2100","36.9705","7/31/2011 12:00:00 AM","1","5","3","CAN","7/31/2011 12:00:00 AM"
"418","1686","19","45.3800","47.6490","8/22/2011 12:00:00 AM","1","5","","CAN","8/22/2011 12:00:00 AM"
"419","1616","17","33.2100","34.8705","7/31/2011 12:00:00 AM","1","5","3","CAN","7/31/2011 12:00:00 AM"
"419","1686","19","41.3100","43.3755","8/22/2011 12:00:00 AM","1","5","","CAN","8/22/2011 12:00:00 AM"
"420","1616","17","37.2800","39.1440","7/31/2011 12:00:00 AM","1","5","3","CAN","7/31/2011 12:00:00 AM"
"420","1686","19","39.3100","41.2755","8/22/2011 12:00:00 AM","1","5","","CAN","8/22/2011 12:00:00 AM"
"421","1616","17","45.3100","47.5755","7/31/2011 12:00:00 AM","1","5","3","CAN","7/31/2011 12:00:00 AM"
"421","1686","19","43.3800","45.5490","8/22/2011 12:00:00 AM","1","5","","CAN","8/22/2011 12:00:00 AM"
"422","1492","17","45.2600","47.5230","8/12/2011 12:00:00 AM","1","5","","CTN","8/12/2011 12:00:00 AM"
"422","1534","19","45.4100","47.6805","8/17/2011 12:00:00 AM","1","5","","CTN","8/17/2011 12:00:00 AM"
"422","1666","16","45.4100","47.6805","8/21/2011 12:00:00 AM","1","5","","CTN","8/21/2011 12:00:00 AM"
"423","1492","17","43.2600","45.4230","8/12/2011 12:00:00 AM","1","5","","CTN","8/12/2011 12:00:00 AM"
"423","1534","19","43.4100","45.5805","8/17/2011 12:00:00 AM","1","5","","CTN","8/17/2011 12:00:00 AM"
"423","1666","16","43.4100","45.5805","8/21/2011 12:00:00 AM","1","5","","CTN","8/21/2011 12:00:00 AM"
"424","1492","17","47.3300","49.6965","8/19/2011 12:00:00 AM","1","5","","CTN","8/19/2011 12:00:00 AM"
"424","1534","19","47.4800","49.8540","8/17/2011 12:00:00 AM","1","5","","CTN","8/17/2011 12:00:00 AM"
"424","1666","16","47.4800","49.8540","8/27/2011 12:00:00 AM","1","5","","CTN","8/27/2011 12:00:00 AM"
"425","1492","17","43.2600","45.4230","8/19/2011 12:00:00 AM","1","5","","CTN","8/19/2011 12:00:00 AM"
"425","1534","19","43.4100","45.5805","8/17/2011 12:00:00 AM","1","5","","CTN","8/17/2011 12:00:00 AM"
"425","1666","16","43.4100","45.5805","8/27/2011 12:00:00 AM","1","5","","CTN","8/27/2011 12:00:00 AM"
"426","1492","17","41.2600","43.3230","8/19/2011 12:00:00 AM","1","5","","CTN","8/19/2011 12:00:00 AM"
"426","1534","19","41.4100","43.4805","8/17/2011 12:00:00 AM","1","5","","CTN","8/17/2011 12:00:00 AM"
"426","1666","16","41.4100","43.4805","8/27/2011 12:00:00 AM","1","5","","CTN","8/27/2011 12:00:00 AM"
"427","1492","17","45.3300","47.5965","8/25/2011 12:00:00 AM","1","5","","CTN","8/25/2011 12:00:00 AM"
"427","1534","19","45.4800","47.7540","8/22/2011 12:00:00 AM","1","5","","CTN","8/22/2011 12:00:00 AM"
"427","1666","16","45.4800","47.7540","8/3/2011 12:00:00 AM","1","5","","CTN","8/3/2011 12:00:00 AM"
"428","1492","17","41.2600","43.3230","8/25/2011 12:00:00 AM","1","5","","CTN","8/25/2011 12:00:00 AM"
"428","1534","19","41.4100","43.4805","8/22/2011 12:00:00 AM","1","5","","CTN","8/22/2011 12:00:00 AM"
"428","1666","16","41.4100","43.4805","8/3/2011 12:00:00 AM","1","5","","CTN","8/3/2011 12:00:00 AM"
"429","1492","17","39.2600","41.2230","7/24/2011 12:00:00 AM","1","5","","CTN","7/24/2011 12:00:00 AM"
"429","1534","19","39.4100","41.3805","8/22/2011 12:00:00 AM","1","5","","CTN","8/22/2011 12:00:00 AM"
"429","1666","16","39.4100","41.3805","8/3/2011 12:00:00 AM","1","5","","CTN","8/3/2011 12:00:00 AM"
"430","1492","17","43.3300","45.4965","7/24/2011 12:00:00 AM","1","5","","CTN","7/24/2011 12:00:00 AM"
"430","1534","19","43.4800","45.6540","8/22/2011 12:00:00 AM","1","5","","CTN","8/22/2011 12:00:00 AM"
"430","1666","16","43.4800","45.6540","8/3/2011 12:00:00 AM","1","5","","CTN","8/3/2011 12:00:00 AM"
"431","1492","17","39.2600","41.2230","7/24/2011 12:00:00 AM","1","5","","CTN","7/24/2011 12:00:00 AM"
"431","1534","19","39.4100","41.3805","8/22/2011 12:00:00 AM","1","5","","CTN","8/22/2011 12:00:00 AM"
"431","1666","16","39.4100","41.3805","8/3/2011 12:00:00 AM","1","5","","CTN","8/3/2011 12:00:00 AM"
"432","1492","17","37.2600","39.1230","7/24/2011 12:00:00 AM","1","5","","CTN","7/24/2011 12:00:00 AM"
"432","1534","19","37.4100","39.2805","8/22/2011 12:00:00 AM","1","5","","CTN","8/22/2011 12:00:00 AM"
"432","1666","16","37.4100","39.2805","8/3/2011 12:00:00 AM","1","5","","CTN","8/3/2011 12:00:00 AM"
"433","1492","17","41.3300","43.3965","7/31/2011 12:00:00 AM","1","5","","CTN","7/31/2011 12:00:00 AM"
"433","1534","19","41.4800","43.5540","8/28/2011 12:00:00 AM","1","5","","CTN","8/28/2011 12:00:00 AM"
"433","1666","16","41.4800","43.5540","8/10/2011 12:00:00 AM","1","5","","CTN","8/10/2011 12:00:00 AM"
"434","1492","17","37.2600","39.1230","7/31/2011 12:00:00 AM","1","5","","CTN","7/31/2011 12:00:00 AM"
