"PurchaseOrderID","PurchaseOrderDetailID","DueDate","OrderQty","ProductID","UnitPrice","LineTotal","ReceivedQty","RejectedQty","StockedQty","ModifiedDate"
"15","33","12/28/2011 12:00:00 AM","3","497","34.1880","102.5640","3.00","0.00","3.00","12/21/2011 12:00:00 AM"
"16","34","12/28/2011 12:00:00 AM","3","323","50.2635","150.7905","3.00","0.00","3.00","12/21/2011 12:00:00 AM"
"17","35","12/29/2011 12:00:00 AM","550","523","10.7310","5902.0500","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"17","36","12/29/2011 12:00:00 AM","550","524","14.1225","7767.3750","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"18","37","12/29/2011 12:00:00 AM","60","492","50.2635","3015.8100","60.00","0.00","60.00","12/22/2011 12:00:00 AM"
"18","38","12/29/2011 12:00:00 AM","60","493","57.1515","3429.0900","60.00","0.00","60.00","12/22/2011 12:00:00 AM"
"18","39","12/29/2011 12:00:00 AM","60","494","53.2035","3192.2100","60.00","0.00","60.00","12/22/2011 12:00:00 AM"
"18","40","12/29/2011 12:00:00 AM","60","495","63.6930","3821.5800","60.00","0.00","60.00","12/22/2011 12:00:00 AM"
"18","41","12/29/2011 12:00:00 AM","60","496","48.9090","2934.5400","60.00","0.00","60.00","12/22/2011 12:00:00 AM"
"19","42","12/29/2011 12:00:00 AM","550","908","21.0945","11601.9750","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"19","43","12/29/2011 12:00:00 AM","550","909","30.4395","16741.7250","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"19","44","12/29/2011 12:00:00 AM","550","910","40.9395","22516.7250","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"19","45","12/29/2011 12:00:00 AM","550","911","21.0945","11601.9750","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"19","46","12/29/2011 12:00:00 AM","550","912","30.4395","16741.7250","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"20","47","12/29/2011 12:00:00 AM","60","506","9.1980","551.8800","60.00","0.00","60.00","12/22/2011 12:00:00 AM"
"21","48","12/29/2011 12:00:00 AM","550","351","5.7750","3176.2500","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"21","49","12/29/2011 12:00:00 AM","550","352","1.1550","635.2500","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"21","50","12/29/2011 12:00:00 AM","550","679","5.7750","3176.2500","550.00","27.00","523.00","12/22/2011 12:00:00 AM"
"22","51","12/29/2011 12:00:00 AM","550","507","23.3940","12866.7000","550.00","82.00","468.00","12/22/2011 12:00:00 AM"
"22","52","12/29/2011 12:00:00 AM","550","508","27.6465","15205.5750","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"23","53","12/29/2011 12:00:00 AM","550","355","1.3650","750.7500","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"23","54","12/29/2011 12:00:00 AM","550","940","62.9895","34644.2250","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"23","55","12/29/2011 12:00:00 AM","550","535","3.4860","1917.3000","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"24","56","12/29/2011 12:00:00 AM","550","351","6.1950","3407.2500","550.00","550.00","0.00","12/22/2011 12:00:00 AM"
"24","57","12/29/2011 12:00:00 AM","550","352","1.4700","808.5000","550.00","550.00","0.00","12/22/2011 12:00:00 AM"
"25","58","12/29/2011 12:00:00 AM","550","507","22.1655","12191.0250","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"25","59","12/29/2011 12:00:00 AM","550","508","29.2845","16106.4750","523.00","0.00","523.00","12/22/2011 12:00:00 AM"
"26","60","12/29/2011 12:00:00 AM","3","491","19.9815","59.9445","3.00","0.00","3.00","12/22/2011 12:00:00 AM"
"27","61","12/29/2011 12:00:00 AM","3","341","41.1705","123.5115","3.00","0.00","3.00","12/22/2011 12:00:00 AM"
"27","62","12/29/2011 12:00:00 AM","3","342","39.0705","117.2115","3.00","0.00","3.00","12/22/2011 12:00:00 AM"
"27","63","12/29/2011 12:00:00 AM","3","343","43.3440","130.0320","3.00","0.00","3.00","12/22/2011 12:00:00 AM"
"27","64","12/29/2011 12:00:00 AM","3","344","39.0705","117.2115","3.00","0.00","3.00","12/22/2011 12:00:00 AM"
"27","65","12/29/2011 12:00:00 AM","3","345","36.9705","110.9115","3.00","0.00","3.00","12/22/2011 12:00:00 AM"
"27","66","12/29/2011 12:00:00 AM","3","346","41.2440","123.7320","3.00","0.00","3.00","12/22/2011 12:00:00 AM"
"28","67","12/29/2011 12:00:00 AM","550","935","31.4895","17319.2250","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"28","68","12/29/2011 12:00:00 AM","550","936","48.2895","26559.2250","550.00","0.00","550.00","12/22/2011 12:00:00 AM"
"29","69","1/22/2012 12:00:00 AM","3","375","43.3440","130.0320","3.00","0.00","3.00","1/15/2012 12:00:00 AM"
"29","70","1/22/2012 12:00:00 AM","3","376","39.0705","117.2115","3.00","0.00","3.00","1/15/2012 12:00:00 AM"
"29","71","1/22/2012 12:00:00 AM","3","377","36.9705","110.9115","3.00","0.00","3.00","1/15/2012 12:00:00 AM"
"29","72","1/22/2012 12:00:00 AM","3","378","41.2440","123.7320","3.00","0.00","3.00","1/15/2012 12:00:00 AM"
"29","73","1/22/2012 12:00:00 AM","3","379","36.9705","110.9115","3.00","0.00","3.00","1/15/2012 12:00:00 AM"
"30","74","1/22/2012 12:00:00 AM","550","476","15.8865","8737.5750","550.00","0.00","550.00","1/15/2012 12:00:00 AM"
"30","75","1/22/2012 12:00:00 AM","550","477","11.6655","6416.0250","550.00","55.00","495.00","1/15/2012 12:00:00 AM"
"30","76","1/22/2012 12:00:00 AM","550","478","11.0880","6098.4000","550.00","0.00","550.00","1/15/2012 12:00:00 AM"
"31","77","1/22/2012 12:00:00 AM","3","402","47.4705","142.4115","3.00","0.00","3.00","1/15/2012 12:00:00 AM"
"32","78","1/22/2012 12:00:00 AM","550","510","23.0790","12693.4500","550.00","82.00","468.00","1/15/2012 12:00:00 AM"
"32","79","1/22/2012 12:00:00 AM","550","511","29.2740","16100.7000","550.00","0.00","550.00","1/15/2012 12:00:00 AM"
"33","80","1/30/2012 12:00:00 AM","3","403","45.3705","136.1115","3.00","0.00","3.00","1/23/2012 12:00:00 AM"
"33","81","1/30/2012 12:00:00 AM","3","404","49.6440","148.9320","3.00","0.00","3.00","1/23/2012 12:00:00 AM"
"33","82","1/30/2012 12:00:00 AM","3","405","45.3705","136.1115","3.00","0.00","3.00","1/23/2012 12:00:00 AM"
"34","83","1/30/2012 12:00:00 AM","550","525","2.3205","1276.2750","550.00","550.00","0.00","1/23/2012 12:00:00 AM"
"35","84","1/30/2012 12:00:00 AM","550","526","3.6435","2003.9250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"36","85","1/30/2012 12:00:00 AM","550","908","21.0945","11601.9750","468.00","0.00","468.00","1/23/2012 12:00:00 AM"
"36","86","1/30/2012 12:00:00 AM","550","909","30.4395","16741.7250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"36","87","1/30/2012 12:00:00 AM","550","913","40.9395","22516.7250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"37","88","1/30/2012 12:00:00 AM","60","356","3.6015","216.0900","60.00","0.00","60.00","1/23/2012 12:00:00 AM"
"37","89","1/30/2012 12:00:00 AM","60","357","3.9795","238.7700","60.00","0.00","60.00","1/23/2012 12:00:00 AM"
"38","90","1/30/2012 12:00:00 AM","550","935","31.4895","17319.2250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"38","91","1/30/2012 12:00:00 AM","550","936","48.2895","26559.2250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"39","92","1/30/2012 12:00:00 AM","550","524","12.9675","7132.1250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"40","93","1/30/2012 12:00:00 AM","550","911","21.0945","11601.9750","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"40","94","1/30/2012 12:00:00 AM","550","912","30.4395","16741.7250","550.00","55.00","495.00","1/23/2012 12:00:00 AM"
"41","95","1/30/2012 12:00:00 AM","550","910","40.9395","22516.7250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"42","96","1/30/2012 12:00:00 AM","550","937","62.9895","34644.2250","550.00","82.00","468.00","1/23/2012 12:00:00 AM"
"43","97","1/30/2012 12:00:00 AM","3","463","47.5230","142.5690","3.00","0.00","3.00","1/23/2012 12:00:00 AM"
"43","98","1/30/2012 12:00:00 AM","3","464","45.4230","136.2690","3.00","0.00","3.00","1/23/2012 12:00:00 AM"
"43","99","1/30/2012 12:00:00 AM","3","465","49.6965","149.0895","3.00","0.00","3.00","1/23/2012 12:00:00 AM"
"44","100","1/30/2012 12:00:00 AM","3","462","47.6805","143.0415","3.00","3.00","0.00","1/23/2012 12:00:00 AM"
"45","101","1/30/2012 12:00:00 AM","550","510","23.4045","12872.4750","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"45","102","1/30/2012 12:00:00 AM","550","511","27.8670","15326.8500","523.00","0.00","523.00","1/23/2012 12:00:00 AM"
"46","103","1/30/2012 12:00:00 AM","550","527","6.7515","3713.3250","468.00","0.00","468.00","1/23/2012 12:00:00 AM"
"47","104","1/30/2012 12:00:00 AM","550","938","31.4895","17319.2250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"47","105","1/30/2012 12:00:00 AM","550","939","48.2895","26559.2250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"47","106","1/30/2012 12:00:00 AM","550","509","36.2775","19952.6250","550.00","0.00","550.00","1/23/2012 12:00:00 AM"
"48","107","1/30/2012 12:00:00 AM","60","492","50.7465","3044.7900","60.00","0.00","60.00","1/23/2012 12:00:00 AM"
"48","108","1/30/2012 12:00:00 AM","60","493","58.2645","3495.8700","60.00","0.00","60.00","1/23/2012 12:00:00 AM"
"48","109","1/30/2012 12:00:00 AM","60","494","50.7465","3044.7900","60.00","0.00","60.00","1/23/2012 12:00:00 AM"
"48","110","1/30/2012 12:00:00 AM","60","495","62.9265","3775.5900","60.00","0.00","60.00","1/23/2012 12:00:00 AM"
"48","111","1/30/2012 12:00:00 AM","60","496","49.6545","2979.2700","60.00","0.00","60.00","1/23/2012 12:00:00 AM"
"49","112","2/3/2012 12:00:00 AM","550","523","10.3845","5711.4750","550.00","0.00","550.00","1/27/2012 12:00:00 AM"
"50","113","2/3/2012 12:00:00 AM","3","422","47.6805","143.0415","3.00","0.00","3.00","1/27/2012 12:00:00 AM"
"50","114","2/3/2012 12:00:00 AM","3","423","45.5805","136.7415","3.00","0.00","3.00","1/27/2012 12:00:00 AM"
"50","115","2/3/2012 12:00:00 AM","3","424","49.8540","149.5620","3.00","0.00","3.00","1/27/2012 12:00:00 AM"
"51","116","2/3/2012 12:00:00 AM","3","490","12.7155","38.1465","3.00","0.00","3.00","1/27/2012 12:00:00 AM"
"51","117","2/3/2012 12:00:00 AM","3","491","19.9395","59.8185","3.00","0.00","3.00","1/27/2012 12:00:00 AM"
"52","118","2/3/2012 12:00:00 AM","3","528","38.1570","114.4710","3.00","0.00","3.00","1/27/2012 12:00:00 AM"
"53","119","2/7/2012 12:00:00 AM","3","505","44.2155","132.6465","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"54","120","2/7/2012 12:00:00 AM","550","938","31.4895","17319.2250","550.00","550.00","0.00","1/31/2012 12:00:00 AM"
"54","121","2/7/2012 12:00:00 AM","550","939","48.2895","26559.2250","550.00","550.00","0.00","1/31/2012 12:00:00 AM"
"55","122","2/7/2012 12:00:00 AM","60","358","6.9825","418.9500","60.00","0.00","60.00","1/31/2012 12:00:00 AM"
"56","123","2/7/2012 12:00:00 AM","3","375","43.2705","129.8115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"56","124","2/7/2012 12:00:00 AM","3","376","47.5440","142.6320","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"56","125","2/7/2012 12:00:00 AM","3","377","43.2705","129.8115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"56","126","2/7/2012 12:00:00 AM","3","378","41.1705","123.5115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"57","127","2/7/2012 12:00:00 AM","60","356","3.3810","202.8600","60.00","0.00","60.00","1/31/2012 12:00:00 AM"
"57","128","2/7/2012 12:00:00 AM","60","357","4.3155","258.9300","60.00","0.00","60.00","1/31/2012 12:00:00 AM"
"58","129","2/7/2012 12:00:00 AM","3","375","43.2705","129.8115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"58","130","2/7/2012 12:00:00 AM","3","376","41.1705","123.5115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"58","131","2/7/2012 12:00:00 AM","3","377","45.4440","136.3320","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"58","132","2/7/2012 12:00:00 AM","3","378","41.1705","123.5115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"58","133","2/7/2012 12:00:00 AM","3","379","39.0705","117.2115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"59","134","2/7/2012 12:00:00 AM","3","490","12.3585","37.0755","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"60","135","2/7/2012 12:00:00 AM","550","513","39.1965","21558.0750","550.00","0.00","550.00","1/31/2012 12:00:00 AM"
"61","136","2/7/2012 12:00:00 AM","3","403","45.4440","136.3320","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"61","137","2/7/2012 12:00:00 AM","3","404","41.1705","123.5115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"61","138","2/7/2012 12:00:00 AM","3","405","39.0705","117.2115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"61","139","2/7/2012 12:00:00 AM","3","406","43.3440","130.0320","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"62","140","2/7/2012 12:00:00 AM","550","931","34.8705","19178.7750","550.00","82.00","468.00","1/31/2012 12:00:00 AM"
"62","141","2/7/2012 12:00:00 AM","550","932","39.7635","21869.9250","550.00","0.00","550.00","1/31/2012 12:00:00 AM"
"63","142","2/7/2012 12:00:00 AM","3","422","47.6805","143.0415","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"63","143","2/7/2012 12:00:00 AM","3","423","45.5805","136.7415","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"63","144","2/7/2012 12:00:00 AM","3","424","49.8540","149.5620","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"64","145","2/7/2012 12:00:00 AM","3","341","47.5755","142.7265","3.00","3.00","0.00","1/31/2012 12:00:00 AM"
"64","146","2/7/2012 12:00:00 AM","3","342","45.4755","136.4265","3.00","3.00","0.00","1/31/2012 12:00:00 AM"
"65","147","2/7/2012 12:00:00 AM","550","931","34.3455","18890.0250","550.00","0.00","550.00","1/31/2012 12:00:00 AM"
"65","148","2/7/2012 12:00:00 AM","550","932","39.2385","21581.1750","523.00","0.00","523.00","1/31/2012 12:00:00 AM"
"66","149","2/7/2012 12:00:00 AM","3","341","47.4705","142.4115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"66","150","2/7/2012 12:00:00 AM","3","342","45.3705","136.1115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"66","151","2/7/2012 12:00:00 AM","3","343","49.6440","148.9320","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"66","152","2/7/2012 12:00:00 AM","3","344","45.3705","136.1115","3.00","0.00","3.00","1/31/2012 12:00:00 AM"
"67","153","2/7/2012 12:00:00 AM","550","928","32.7705","18023.7750","550.00","0.00","550.00","1/31/2012 12:00:00 AM"
"67","154","2/7/2012 12:00:00 AM","550","929","37.0860","20397.3000","550.00","0.00","550.00","1/31/2012 12:00:00 AM"
"67","155","2/7/2012 12:00:00 AM","550","930","43.0395","23671.7250","550.00","0.00","550.00","1/31/2012 12:00:00 AM"
"68","156","2/7/2012 12:00:00 AM","550","332","10.8150","5948.2500","550.00","0.00","550.00","1/31/2012 12:00:00 AM"
"69","157","2/8/2012 12:00:00 AM","550","948","82.8345","45558.9750","550.00","0.00","550.00","2/1/2012 12:00:00 AM"
"69","158","2/8/2012 12:00:00 AM","550","907","82.8345","45558.9750","550.00","0.00","550.00","2/1/2012 12:00:00 AM"
"70","159","2/8/2012 12:00:00 AM","1250","325","0.2100","262.5000","1250.00","0.00","1250.00","2/1/2012 12:00:00 AM"
"70","160","2/8/2012 12:00:00 AM","1250","326","0.2100","262.5000","1250.00","125.00","1125.00","2/1/2012 12:00:00 AM"
"71","161","2/8/2012 12:00:00 AM","3","320","49.6440","148.9320","3.00","0.00","3.00","2/1/2012 12:00:00 AM"
"71","162","2/8/2012 12:00:00 AM","3","321","44.3205","132.9615","3.00","0.00","3.00","2/1/2012 12:00:00 AM"
"71","163","2/8/2012 12:00:00 AM","60","322","28.6965","1721.7900","60.00","3.00","57.00","2/1/2012 12:00:00 AM"
"72","164","2/8/2012 12:00:00 AM","550","930","42.5145","23382.9750","550.00","82.00","468.00","2/1/2012 12:00:00 AM"
"72","165","2/8/2012 12:00:00 AM","550","921","5.5860","3072.3000","550.00","0.00","550.00","2/1/2012 12:00:00 AM"
"73","166","2/23/2012 12:00:00 AM","60","952","15.7395","944.3700","60.00","0.00","60.00","2/16/2012 12:00:00 AM"
"74","167","2/23/2012 12:00:00 AM","550","933","43.4595","23902.7250","550.00","550.00","0.00","2/16/2012 12:00:00 AM"
"74","168","2/23/2012 12:00:00 AM","550","934","37.6215","20691.8250","550.00","550.00","0.00","2/16/2012 12:00:00 AM"
"75","169","2/23/2012 12:00:00 AM","550","317","29.5785","16268.1750","550.00","0.00","550.00","2/16/2012 12:00:00 AM"
"75","170","2/23/2012 12:00:00 AM","550","318","36.0990","19854.4500","523.00","0.00","523.00","2/16/2012 12:00:00 AM"
"75","171","2/23/2012 12:00:00 AM","550","319","48.5835","26720.9250","550.00","0.00","550.00","2/16/2012 12:00:00 AM"
"76","172","2/23/2012 12:00:00 AM","550","928","32.2455","17735.0250","468.00","0.00","468.00","2/16/2012 12:00:00 AM"
"76","173","2/23/2012 12:00:00 AM","550","929","36.5610","20108.5500","550.00","0.00","550.00","2/16/2012 12:00:00 AM"
"77","174","2/23/2012 12:00:00 AM","550","319","46.4205","25531.2750","550.00","0.00","550.00","2/16/2012 12:00:00 AM"
"78","175","2/23/2012 12:00:00 AM","3","359","47.5230","142.5690","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"78","176","2/23/2012 12:00:00 AM","3","360","45.4230","136.2690","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"78","177","2/23/2012 12:00:00 AM","3","361","49.6965","149.0895","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"78","178","2/23/2012 12:00:00 AM","3","362","45.4230","136.2690","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"78","179","2/23/2012 12:00:00 AM","3","363","43.3230","129.9690","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"79","180","2/23/2012 12:00:00 AM","3","2","41.9160","125.7480","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"80","181","2/23/2012 12:00:00 AM","3","1","50.2635","150.7905","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"81","182","2/23/2012 12:00:00 AM","3","361","49.8540","149.5620","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"81","183","2/23/2012 12:00:00 AM","3","362","45.5805","136.7415","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"81","184","2/23/2012 12:00:00 AM","3","363","43.4805","130.4415","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"81","185","2/23/2012 12:00:00 AM","3","364","47.7540","143.2620","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"82","186","2/23/2012 12:00:00 AM","550","530","16.0860","8847.3000","550.00","82.00","468.00","2/16/2012 12:00:00 AM"
"83","187","2/23/2012 12:00:00 AM","3","4","57.0255","171.0765","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"84","188","2/23/2012 12:00:00 AM","550","512","37.0860","20397.3000","550.00","550.00","0.00","2/16/2012 12:00:00 AM"
"85","189","2/23/2012 12:00:00 AM","550","513","26.5965","14628.0750","550.00","0.00","550.00","2/16/2012 12:00:00 AM"
"86","190","2/23/2012 12:00:00 AM","550","317","27.0585","14882.1750","468.00","0.00","468.00","2/16/2012 12:00:00 AM"
"86","191","2/23/2012 12:00:00 AM","550","318","33.5790","18468.4500","550.00","0.00","550.00","2/16/2012 12:00:00 AM"
"86","192","2/23/2012 12:00:00 AM","550","319","46.0635","25334.9250","550.00","0.00","550.00","2/16/2012 12:00:00 AM"
"87","193","2/23/2012 12:00:00 AM","3","408","47.5440","142.6320","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"87","194","2/23/2012 12:00:00 AM","3","409","43.2705","129.8115","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"87","195","2/23/2012 12:00:00 AM","3","410","41.1705","123.5115","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"87","196","2/23/2012 12:00:00 AM","3","411","45.4440","136.3320","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"87","197","2/23/2012 12:00:00 AM","3","412","41.1705","123.5115","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"87","198","2/23/2012 12:00:00 AM","3","413","39.0705","117.2115","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"88","199","2/23/2012 12:00:00 AM","3","427","47.5965","142.7895","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"88","200","2/23/2012 12:00:00 AM","3","428","43.3230","129.9690","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"88","201","2/23/2012 12:00:00 AM","3","429","41.2230","123.6690","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"88","202","2/23/2012 12:00:00 AM","3","430","45.4965","136.4895","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"88","203","2/23/2012 12:00:00 AM","3","431","41.2230","123.6690","3.00","0.00","3.00","2/16/2012 12:00:00 AM"
"89","204","3/8/2012 12:00:00 AM","3","320","47.4705","142.4115","3.00","0.00","3.00","3/1/2012 12:00:00 AM"
"89","205","3/8/2012 12:00:00 AM","3","321","42.7980","128.3940","3.00","0.00","3.00","3/1/2012 12:00:00 AM"
"89","206","3/8/2012 12:00:00 AM","60","322","25.4205","1525.2300","60.00","0.00","60.00","3/1/2012 12:00:00 AM"
"90","207","3/8/2012 12:00:00 AM","3","442","43.3965","130.1895","3.00","0.00","3.00","3/1/2012 12:00:00 AM"
"90","208","3/8/2012 12:00:00 AM","3","443","39.1230","117.3690","3.00","0.00","3.00","3/1/2012 12:00:00 AM"
"90","209","3/8/2012 12:00:00 AM","3","444","37.0230","111.0690","3.00","0.00","3.00","3/1/2012 12:00:00 AM"
"91","210","3/8/2012 12:00:00 AM","550","941","62.9895","34644.2250","550.00","0.00","550.00","3/1/2012 12:00:00 AM"
"92","211","3/8/2012 12:00:00 AM","3","320","45.3705","136.1115","3.00","0.00","3.00","3/1/2012 12:00:00 AM"
"92","212","3/8/2012 12:00:00 AM","3","321","40.4880","121.4640","3.00","0.00","3.00","3/1/2012 12:00:00 AM"
"93","213","3/12/2012 12:00:00 AM","3","504","48.7620","146.2860","3.00","0.00","3.00","3/5/2012 12:00:00 AM"
"94","214","3/12/2012 12:00:00 AM","3","497","34.1880","102.5640","3.00","3.00","0.00","3/5/2012 12:00:00 AM"
