"BusinessEntityID","DepartmentID","ShiftID","StartDate","EndDate","ModifiedDate"
"85","7","2","12/11/2009 12:00:00 AM","","12/10/2009 12:00:00 AM"
"86","7","2","1/5/2009 12:00:00 AM","","1/4/2009 12:00:00 AM"
"87","7","3","12/22/2008 12:00:00 AM","","12/21/2008 12:00:00 AM"
"88","7","3","12/18/2009 12:00:00 AM","","12/17/2009 12:00:00 AM"
"89","7","3","2/1/2010 12:00:00 AM","","1/31/2010 12:00:00 AM"
"90","7","3","2/20/2010 12:00:00 AM","","2/19/2010 12:00:00 AM"
"91","7","3","1/12/2010 12:00:00 AM","","1/11/2010 12:00:00 AM"
"92","7","3","3/10/2010 12:00:00 AM","","3/9/2010 12:00:00 AM"
"93","7","2","12/27/2008 12:00:00 AM","","12/26/2008 12:00:00 AM"
"94","7","2","12/12/2008 12:00:00 AM","","12/11/2008 12:00:00 AM"
"95","7","2","12/19/2008 12:00:00 AM","","12/18/2008 12:00:00 AM"
"96","7","2","3/2/2009 12:00:00 AM","","3/1/2009 12:00:00 AM"
"97","7","2","2/10/2009 12:00:00 AM","","2/9/2009 12:00:00 AM"
"98","7","2","2/11/2009 12:00:00 AM","","2/10/2009 12:00:00 AM"
"99","7","2","1/6/2009 12:00:00 AM","","1/5/2009 12:00:00 AM"
"100","7","2","1/12/2009 12:00:00 AM","","1/11/2009 12:00:00 AM"
"101","7","2","1/25/2009 12:00:00 AM","","1/24/2009 12:00:00 AM"
"102","7","2","12/3/2008 12:00:00 AM","","12/2/2008 12:00:00 AM"
"103","7","2","12/6/2009 12:00:00 AM","","12/5/2009 12:00:00 AM"
"104","7","2","12/25/2009 12:00:00 AM","","12/24/2009 12:00:00 AM"
"105","7","2","12/25/2009 12:00:00 AM","","12/24/2009 12:00:00 AM"
"106","7","2","2/27/2010 12:00:00 AM","","2/26/2010 12:00:00 AM"
"107","7","2","2/8/2010 12:00:00 AM","","2/7/2010 12:00:00 AM"
"108","7","1","12/8/2008 12:00:00 AM","","12/7/2008 12:00:00 AM"
"109","7","1","12/7/2008 12:00:00 AM","","12/6/2008 12:00:00 AM"
"110","7","1","12/14/2008 12:00:00 AM","","12/13/2008 12:00:00 AM"
"111","7","1","12/17/2008 12:00:00 AM","","12/16/2008 12:00:00 AM"
"112","7","1","1/1/2009 12:00:00 AM","","12/31/2008 12:00:00 AM"
"113","7","1","12/25/2008 12:00:00 AM","","12/24/2008 12:00:00 AM"
"114","7","1","1/13/2009 12:00:00 AM","","1/12/2009 12:00:00 AM"
"115","7","1","1/20/2009 12:00:00 AM","","1/19/2009 12:00:00 AM"
"116","7","1","1/31/2009 12:00:00 AM","","1/30/2009 12:00:00 AM"
"117","7","1","2/18/2009 12:00:00 AM","","2/17/2009 12:00:00 AM"
"118","7","1","2/13/2009 12:00:00 AM","","2/12/2009 12:00:00 AM"
"119","7","1","2/25/2009 12:00:00 AM","","2/24/2009 12:00:00 AM"
"120","7","1","3/4/2009 12:00:00 AM","","3/3/2009 12:00:00 AM"
"121","15","1","1/2/2009 12:00:00 AM","","1/1/2009 12:00:00 AM"
"122","15","2","12/7/2008 12:00:00 AM","","12/6/2008 12:00:00 AM"
"123","15","2","12/7/2008 12:00:00 AM","","12/6/2008 12:00:00 AM"
"124","15","3","12/26/2008 12:00:00 AM","","12/25/2008 12:00:00 AM"
"125","15","1","1/20/2009 12:00:00 AM","","1/19/2009 12:00:00 AM"
"126","15","1","2/26/2009 12:00:00 AM","","2/25/2009 12:00:00 AM"
"127","7","3","1/3/2009 12:00:00 AM","","1/2/2009 12:00:00 AM"
"128","7","3","12/4/2008 12:00:00 AM","","12/3/2008 12:00:00 AM"
"129","7","3","12/22/2008 12:00:00 AM","","12/21/2008 12:00:00 AM"
"130","7","3","2/13/2009 12:00:00 AM","","2/12/2009 12:00:00 AM"
"131","7","3","2/15/2009 12:00:00 AM","","2/14/2009 12:00:00 AM"
"132","7","3","2/22/2009 12:00:00 AM","","2/21/2009 12:00:00 AM"
"133","7","3","1/10/2009 12:00:00 AM","","1/9/2009 12:00:00 AM"
"134","7","1","1/14/2009 12:00:00 AM","","1/13/2009 12:00:00 AM"
"135","7","1","12/4/2008 12:00:00 AM","","12/3/2008 12:00:00 AM"
"136","7","1","12/11/2009 12:00:00 AM","","12/10/2009 12:00:00 AM"
"137","7","1","2/23/2009 12:00:00 AM","","2/22/2009 12:00:00 AM"
"138","7","1","2/4/2009 12:00:00 AM","","2/3/2009 12:00:00 AM"
"139","7","1","1/6/2010 12:00:00 AM","","1/5/2010 12:00:00 AM"
"140","7","1","1/22/2010 12:00:00 AM","","1/21/2010 12:00:00 AM"
"141","7","1","1/24/2010 12:00:00 AM","","1/23/2010 12:00:00 AM"
"142","7","1","3/4/2010 12:00:00 AM","","3/3/2010 12:00:00 AM"
"143","7","1","2/13/2010 12:00:00 AM","","2/12/2010 12:00:00 AM"
"144","7","1","1/17/2009 12:00:00 AM","","1/16/2009 12:00:00 AM"
"145","7","2","1/27/2009 12:00:00 AM","","1/26/2009 12:00:00 AM"
"146","7","2","12/7/2008 12:00:00 AM","","12/6/2008 12:00:00 AM"
"147","7","2","12/26/2008 12:00:00 AM","","12/25/2008 12:00:00 AM"
"148","7","2","1/14/2009 12:00:00 AM","","1/13/2009 12:00:00 AM"
"149","7","2","1/31/2009 12:00:00 AM","","1/30/2009 12:00:00 AM"
"150","7","2","2/26/2009 12:00:00 AM","","2/25/2009 12:00:00 AM"
"151","7","2","2/19/2009 12:00:00 AM","","2/18/2009 12:00:00 AM"
"152","7","2","2/1/2009 12:00:00 AM","","1/31/2009 12:00:00 AM"
"153","7","2","12/16/2008 12:00:00 AM","","12/15/2008 12:00:00 AM"
"154","7","2","12/23/2008 12:00:00 AM","","12/22/2008 12:00:00 AM"
"155","7","2","1/4/2009 12:00:00 AM","","1/3/2009 12:00:00 AM"
"156","7","2","1/11/2009 12:00:00 AM","","1/10/2009 12:00:00 AM"
"157","7","2","2/3/2009 12:00:00 AM","","2/2/2009 12:00:00 AM"
"158","7","2","3/7/2009 12:00:00 AM","","3/6/2009 12:00:00 AM"
"159","7","2","2/16/2009 12:00:00 AM","","2/15/2009 12:00:00 AM"
"160","7","1","1/21/2009 12:00:00 AM","","1/20/2009 12:00:00 AM"
"161","7","1","12/15/2008 12:00:00 AM","","12/14/2008 12:00:00 AM"
"162","7","1","1/3/2009 12:00:00 AM","","1/2/2009 12:00:00 AM"
"163","7","1","2/8/2009 12:00:00 AM","","2/7/2009 12:00:00 AM"
"164","7","1","3/6/2009 12:00:00 AM","","3/5/2009 12:00:00 AM"
"165","7","1","1/22/2009 12:00:00 AM","","1/21/2009 12:00:00 AM"
"166","7","1","2/21/2009 12:00:00 AM","","2/20/2009 12:00:00 AM"
"167","7","1","12/2/2008 12:00:00 AM","","12/1/2008 12:00:00 AM"
"168","7","1","12/7/2008 12:00:00 AM","","12/6/2008 12:00:00 AM"
"169","7","1","12/14/2008 12:00:00 AM","","12/13/2008 12:00:00 AM"
"170","7","1","12/21/2008 12:00:00 AM","","12/20/2008 12:00:00 AM"
"171","7","1","1/2/2009 12:00:00 AM","","1/1/2009 12:00:00 AM"
"172","7","1","1/16/2009 12:00:00 AM","","1/15/2009 12:00:00 AM"
"173","7","1","1/21/2009 12:00:00 AM","","1/20/2009 12:00:00 AM"
"174","7","1","1/27/2009 12:00:00 AM","","1/26/2009 12:00:00 AM"
"175","7","1","2/2/2009 12:00:00 AM","","2/1/2009 12:00:00 AM"
"176","7","1","2/14/2009 12:00:00 AM","","2/13/2009 12:00:00 AM"
"177","7","1","2/21/2009 12:00:00 AM","","2/20/2009 12:00:00 AM"
"178","7","1","3/3/2009 12:00:00 AM","","3/2/2009 12:00:00 AM"
"179","7","1","3/5/2009 12:00:00 AM","","3/4/2009 12:00:00 AM"
"180","7","3","2/20/2009 12:00:00 AM","","2/19/2009 12:00:00 AM"
"181","7","3","12/9/2008 12:00:00 AM","","12/8/2008 12:00:00 AM"
"182","7","3","12/28/2008 12:00:00 AM","","12/27/2008 12:00:00 AM"
"183","7","3","1/22/2009 12:00:00 AM","","1/21/2009 12:00:00 AM"
"184","7","3","2/9/2009 12:00:00 AM","","2/8/2009 12:00:00 AM"
"185","7","3","2/28/2009 12:00:00 AM","","2/27/2009 12:00:00 AM"
"186","7","2","2/8/2009 12:00:00 AM","","2/7/2009 12:00:00 AM"
"187","7","2","12/9/2008 12:00:00 AM","","12/8/2008 12:00:00 AM"
"188","7","2","12/27/2008 12:00:00 AM","","12/26/2008 12:00:00 AM"
"189","7","2","1/15/2009 12:00:00 AM","","1/14/2009 12:00:00 AM"
"190","7","2","2/2/2009 12:00:00 AM","","2/1/2009 12:00:00 AM"
"191","7","2","2/26/2009 12:00:00 AM","","2/25/2009 12:00:00 AM"
"192","7","1","3/5/2009 12:00:00 AM","","3/4/2009 12:00:00 AM"
"193","7","1","12/6/2008 12:00:00 AM","","12/5/2008 12:00:00 AM"
"194","7","1","12/12/2008 12:00:00 AM","","12/11/2008 12:00:00 AM"
"195","7","1","12/17/2008 12:00:00 AM","","12/16/2008 12:00:00 AM"
"196","7","1","12/24/2008 12:00:00 AM","","12/23/2008 12:00:00 AM"
"197","7","1","12/31/2008 12:00:00 AM","","12/30/2008 12:00:00 AM"
"198","7","1","1/4/2009 12:00:00 AM","","1/3/2009 12:00:00 AM"
"199","7","1","1/12/2009 12:00:00 AM","","1/11/2009 12:00:00 AM"
"200","7","1","1/17/2009 12:00:00 AM","","1/16/2009 12:00:00 AM"
"201","7","1","1/29/2009 12:00:00 AM","","1/28/2009 12:00:00 AM"
"202","7","1","2/5/2009 12:00:00 AM","","2/4/2009 12:00:00 AM"
"203","7","1","2/24/2009 12:00:00 AM","","2/23/2009 12:00:00 AM"
"204","7","1","3/8/2009 12:00:00 AM","","3/7/2009 12:00:00 AM"
"205","7","3","2/26/2009 12:00:00 AM","","2/25/2009 12:00:00 AM"
"206","7","3","12/2/2008 12:00:00 AM","","12/1/2008 12:00:00 AM"
"207","7","3","12/2/2008 12:00:00 AM","","12/1/2008 12:00:00 AM"
"208","7","3","1/8/2009 12:00:00 AM","","1/7/2009 12:00:00 AM"
"209","7","3","1/27/2009 12:00:00 AM","","1/26/2009 12:00:00 AM"
"210","7","3","2/20/2009 12:00:00 AM","","2/19/2009 12:00:00 AM"
"211","13","1","2/28/2009 12:00:00 AM","","2/27/2009 12:00:00 AM"
"212","13","1","12/9/2008 12:00:00 AM","","12/8/2008 12:00:00 AM"
"213","13","3","2/23/2010 12:00:00 AM","","2/22/2010 12:00:00 AM"
"214","13","2","2/2/2009 12:00:00 AM","","2/1/2009 12:00:00 AM"
"215","13","1","1/15/2009 12:00:00 AM","","1/14/2009 12:00:00 AM"
"216","13","1","12/28/2008 12:00:00 AM","","12/27/2008 12:00:00 AM"
"217","12","1","1/4/2009 12:00:00 AM","","1/3/2009 12:00:00 AM"
"218","12","3","12/16/2008 12:00:00 AM","","12/15/2008 12:00:00 AM"
"219","12","1","1/22/2009 12:00:00 AM","","1/21/2009 12:00:00 AM"
"220","12","1","2/9/2009 12:00:00 AM","","2/8/2009 12:00:00 AM"
"221","12","2","3/6/2009 12:00:00 AM","","3/5/2009 12:00:00 AM"
"222","8","1","12/12/2008 12:00:00 AM","","12/11/2008 12:00:00 AM"
"223","8","1","1/26/2009 12:00:00 AM","","1/25/2009 12:00:00 AM"
"224","7","1","1/7/2009 12:00:00 AM","8/31/2011 12:00:00 AM","8/29/2011 12:00:00 AM"
"224","8","1","9/1/2011 12:00:00 AM","","8/31/2011 12:00:00 AM"
"225","8","2","2/13/2009 12:00:00 AM","","2/12/2009 12:00:00 AM"
"226","8","3","3/3/2009 12:00:00 AM","","3/2/2009 12:00:00 AM"
"227","14","1","12/2/2009 12:00:00 AM","","12/1/2009 12:00:00 AM"
"228","14","1","12/14/2008 12:00:00 AM","","12/13/2008 12:00:00 AM"
"229","14","3","2/16/2010 12:00:00 AM","","2/15/2010 12:00:00 AM"
"230","14","2","3/5/2010 12:00:00 AM","","3/4/2010 12:00:00 AM"
"231","14","3","3/7/2010 12:00:00 AM","","3/6/2010 12:00:00 AM"
"232","14","2","1/27/2010 12:00:00 AM","","1/26/2010 12:00:00 AM"
"233","14","1","12/21/2009 12:00:00 AM","","12/20/2009 12:00:00 AM"
"234","10","1","1/31/2009 12:00:00 AM","11/13/2013 12:00:00 AM","11/11/2013 12:00:00 AM"
"234","16","1","11/14/2013 12:00:00 AM","","11/13/2013 12:00:00 AM"
"235","9","1","12/6/2008 12:00:00 AM","","12/5/2008 12:00:00 AM"
"236","9","1","2/25/2009 12:00:00 AM","","2/24/2009 12:00:00 AM"
"237","9","1","2/6/2009 12:00:00 AM","","2/5/2009 12:00:00 AM"
"238","9","1","1/1/2009 12:00:00 AM","","12/31/2008 12:00:00 AM"
"239","9","1","12/25/2008 12:00:00 AM","","12/24/2008 12:00:00 AM"
"240","9","1","12/13/2008 12:00:00 AM","","12/12/2008 12:00:00 AM"
"241","10","1","1/30/2009 12:00:00 AM","","1/29/2009 12:00:00 AM"
"242","10","1","12/18/2008 12:00:00 AM","","12/17/2008 12:00:00 AM"
"243","10","1","1/6/2009 12:00:00 AM","","1/5/2009 12:00:00 AM"
"244","10","1","1/24/2009 12:00:00 AM","","1/23/2009 12:00:00 AM"
"245","10","1","2/18/2009 12:00:00 AM","","2/17/2009 12:00:00 AM"
"246","10","1","2/11/2009 12:00:00 AM","","2/10/2009 12:00:00 AM"
"247","10","1","3/1/2009 12:00:00 AM","","2/28/2009 12:00:00 AM"
"248","10","1","3/8/2009 12:00:00 AM","","3/7/2009 12:00:00 AM"
"249","10","1","12/25/2008 12:00:00 AM","","12/24/2008 12:00:00 AM"
"250","4","1","2/25/2011 12:00:00 AM","7/30/2011 12:00:00 AM","7/28/2011 12:00:00 AM"
"250","13","1","7/31/2011 12:00:00 AM","7/14/2012 12:00:00 AM","7/12/2012 12:00:00 AM"
"250","5","1","7/15/2012 12:00:00 AM","","7/14/2012 12:00:00 AM"
"251","5","1","2/10/2009 12:00:00 AM","","2/9/2009 12:00:00 AM"
"252","5","1","2/28/2009 12:00:00 AM","","2/27/2009 12:00:00 AM"
"253","5","1","12/17/2009 12:00:00 AM","","12/16/2009 12:00:00 AM"
"254","5","1","1/4/2010 12:00:00 AM","","1/3/2010 12:00:00 AM"
"255","5","1","1/11/2010 12:00:00 AM","","1/10/2010 12:00:00 AM"
"256","5","1","1/23/2010 12:00:00 AM","","1/22/2010 12:00:00 AM"
"257","5","1","1/27/2010 12:00:00 AM","","1/26/2010 12:00:00 AM"
"258","5","1","1/31/2010 12:00:00 AM","","1/30/2010 12:00:00 AM"
"259","5","1","3/9/2010 12:00:00 AM","","3/8/2010 12:00:00 AM"
"260","5","1","12/6/2010 12:00:00 AM","","12/5/2010 12:00:00 AM"
"261","5","1","12/25/2010 12:00:00 AM","","12/24/2010 12:00:00 AM"
"262","10","1","1/12/2009 12:00:00 AM","","1/11/2009 12:00:00 AM"
"263","11","1","12/11/2008 12:00:00 AM","","12/10/2008 12:00:00 AM"
"264","11","1","2/4/2009 12:00:00 AM","","2/3/2009 12:00:00 AM"
"265","11","2","12/4/2008 12:00:00 AM","","12/3/2008 12:00:00 AM"
"266","11","1","2/23/2009 12:00:00 AM","","2/22/2009 12:00:00 AM"
"267","11","1","2/16/2009 12:00:00 AM","","2/15/2009 12:00:00 AM"
"268","11","1","2/3/2009 12:00:00 AM","","2/2/2009 12:00:00 AM"
"269","11","1","1/11/2009 12:00:00 AM","","1/10/2009 12:00:00 AM"
"270","11","1","1/17/2009 12:00:00 AM","","1/16/2009 12:00:00 AM"
"271","11","1","1/22/2009 12:00:00 AM","","1/21/2009 12:00:00 AM"
"272","11","1","12/23/2008 12:00:00 AM","","12/22/2008 12:00:00 AM"
"273","3","1","2/15/2011 12:00:00 AM","","2/14/2011 12:00:00 AM"
"274","3","1","1/4/2011 12:00:00 AM","","1/3/2011 12:00:00 AM"
"275","3","1","5/31/2011 12:00:00 AM","","5/30/2011 12:00:00 AM"
"276","3","1","5/31/2011 12:00:00 AM","","5/30/2011 12:00:00 AM"
"277","3","1","5/31/2011 12:00:00 AM","","5/30/2011 12:00:00 AM"
"278","3","1","5/31/2011 12:00:00 AM","","5/30/2011 12:00:00 AM"
"279","3","1","5/31/2011 12:00:00 AM","","5/30/2011 12:00:00 AM"
"280","3","1","5/31/2011 12:00:00 AM","","5/30/2011 12:00:00 AM"
"281","3","1","5/31/2011 12:00:00 AM","","5/30/2011 12:00:00 AM"
"282","3","1","5/31/2011 12:00:00 AM","","5/30/2011 12:00:00 AM"
"283","3","1","5/31/2011 12:00:00 AM","","5/30/2011 12:00:00 AM"
"284","3","1","9/30/2012 12:00:00 AM","","9/29/2012 12:00:00 AM"
"285","3","1","3/14/2013 12:00:00 AM","","3/13/2013 12:00:00 AM"
"286","3","1","5/30/2013 12:00:00 AM","","5/29/2013 12:00:00 AM"
"287","3","1","4/16/2012 12:00:00 AM","","4/15/2012 12:00:00 AM"
"288","3","1","5/30/2013 12:00:00 AM","","5/29/2013 12:00:00 AM"
"289","3","1","5/30/2012 12:00:00 AM","","5/29/2012 12:00:00 AM"
"290","3","1","5/30/2012 12:00:00 AM","","5/29/2012 12:00:00 AM"
