"BillOfMaterialsID","ProductAssemblyID","ComponentID","StartDate","EndDate","UnitMeasureCode","BOMLevel","PerAssemblyQty","ModifiedDate"
"3135","514","908","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"1219","515","497","6/9/2010 12:00:00 AM","","EA ","2","4.00","5/26/2010 12:00:00 AM"
"3400","515","528","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"3140","515","530","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"2858","515","909","9/15/2010 12:00:00 AM","","EA ","2","1.00","9/1/2010 12:00:00 AM"
"386","516","497","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"2862","516","528","9/15/2010 12:00:00 AM","","EA ","2","1.00","9/1/2010 12:00:00 AM"
"3402","516","530","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"1357","516","910","6/9/2010 12:00:00 AM","","EA ","2","1.00","5/26/2010 12:00:00 AM"
"28","517","497","3/4/2010 12:00:00 AM","","EA ","2","4.00","2/18/2010 12:00:00 AM"
"2489","517","528","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"2864","517","530","9/15/2010 12:00:00 AM","","EA ","2","1.00","9/1/2010 12:00:00 AM"
"348","517","911","3/4/2010 12:00:00 AM","5/3/2010 12:00:00 AM","EA ","1","2.00","5/3/2010 12:00:00 AM"
"140","517","911","5/4/2010 12:00:00 AM","","EA ","2","1.00","4/20/2010 12:00:00 AM"
"1032","518","497","5/26/2010 12:00:00 AM","7/25/2010 12:00:00 AM","EA ","1","5.00","7/25/2010 12:00:00 AM"
"803","518","497","7/26/2010 12:00:00 AM","","EA ","2","4.00","7/12/2010 12:00:00 AM"
"1360","518","528","6/9/2010 12:00:00 AM","","EA ","2","1.00","5/26/2010 12:00:00 AM"
"2491","518","530","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"2161","518","912","7/8/2010 12:00:00 AM","","EA ","2","1.00","6/24/2010 12:00:00 AM"
"2022","519","497","7/8/2010 12:00:00 AM","","EA ","2","4.00","6/24/2010 12:00:00 AM"
"546","519","528","3/18/2010 12:00:00 AM","","EA ","2","1.00","3/4/2010 12:00:00 AM"
"1362","519","530","6/9/2010 12:00:00 AM","","EA ","2","1.00","5/26/2010 12:00:00 AM"
"3136","519","913","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"1660","520","497","6/19/2010 12:00:00 AM","","EA ","2","4.00","6/5/2010 12:00:00 AM"
"144","520","528","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"548","520","530","3/18/2010 12:00:00 AM","","EA ","2","1.00","3/4/2010 12:00:00 AM"
"2859","520","914","9/15/2010 12:00:00 AM","","EA ","2","1.00","9/1/2010 12:00:00 AM"
"3012","521","497","12/15/2010 12:00:00 AM","","EA ","2","4.00","12/1/2010 12:00:00 AM"
"938","521","528","5/26/2010 12:00:00 AM","","EA ","2","1.00","5/12/2010 12:00:00 AM"
"146","521","530","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1358","521","915","6/9/2010 12:00:00 AM","","EA ","2","1.00","5/26/2010 12:00:00 AM"
"3239","522","497","12/23/2010 12:00:00 AM","","EA ","2","4.00","12/9/2010 12:00:00 AM"
"2165","522","528","7/8/2010 12:00:00 AM","","EA ","2","1.00","6/24/2010 12:00:00 AM"
"1124","522","530","5/26/2010 12:00:00 AM","7/25/2010 12:00:00 AM","EA ","1","2.00","7/25/2010 12:00:00 AM"
"940","522","530","7/26/2010 12:00:00 AM","","EA ","2","1.00","7/12/2010 12:00:00 AM"
"141","522","916","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1288","529","477","6/9/2010 12:00:00 AM","","EA ","3","1.00","5/26/2010 12:00:00 AM"
"2094","531","487","7/8/2010 12:00:00 AM","","EA ","4","1.00","6/24/2010 12:00:00 AM"
"1956","532","484","6/19/2010 12:00:00 AM","8/18/2010 12:00:00 AM","EA ","2","2.00","8/18/2010 12:00:00 AM"
"1769","532","484","8/19/2010 12:00:00 AM","","EA ","3","1.00","8/5/2010 12:00:00 AM"
"100","533","478","3/4/2010 12:00:00 AM","","EA ","3","1.00","2/18/2010 12:00:00 AM"
"491","534","482","3/18/2010 12:00:00 AM","","EA ","3","1.00","3/4/2010 12:00:00 AM"
"1445","680","324","6/9/2010 12:00:00 AM","","EA ","2","2.00","5/26/2010 12:00:00 AM"
"1881","680","325","6/19/2010 12:00:00 AM","","EA ","2","2.00","6/5/2010 12:00:00 AM"
"3453","680","326","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"2541","680","327","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"3190","680","399","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"1617","680","492","6/9/2010 12:00:00 AM","8/8/2010 12:00:00 AM","OZ ","1","9.00","8/8/2010 12:00:00 AM"
"1446","680","492","8/9/2010 12:00:00 AM","","OZ ","2","8.00","7/26/2010 12:00:00 AM"
"626","680","532","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"987","680","533","5/26/2010 12:00:00 AM","","EA ","2","1.00","5/12/2010 12:00:00 AM"
"220","680","534","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"219","680","804","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"776","706","324","3/18/2010 12:00:00 AM","","EA ","2","2.00","3/4/2010 12:00:00 AM"
"1999","706","325","6/19/2010 12:00:00 AM","","EA ","2","2.00","6/5/2010 12:00:00 AM"
"3482","706","326","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"2709","706","327","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"3215","706","399","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"777","706","493","3/18/2010 12:00:00 AM","","OZ ","2","8.00","3/4/2010 12:00:00 AM"
"778","706","532","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"1190","706","533","5/26/2010 12:00:00 AM","","EA ","2","1.00","5/12/2010 12:00:00 AM"
"779","706","534","5/6/2010 12:00:00 AM","","EA ","2","1.00","4/22/2010 12:00:00 AM"
"360","706","804","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1453","717","324","6/9/2010 12:00:00 AM","","EA ","2","2.00","5/26/2010 12:00:00 AM"
"1887","717","325","6/19/2010 12:00:00 AM","","EA ","2","2.00","6/5/2010 12:00:00 AM"
"3459","717","326","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"2547","717","327","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"3196","717","399","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"771","717","493","3/18/2010 12:00:00 AM","5/17/2010 12:00:00 AM","OZ ","1","9.00","5/17/2010 12:00:00 AM"
"636","717","493","5/18/2010 12:00:00 AM","","OZ ","2","8.00","5/4/2010 12:00:00 AM"
"637","717","532","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"993","717","533","5/26/2010 12:00:00 AM","","EA ","2","1.00","5/12/2010 12:00:00 AM"
"232","717","534","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"231","717","804","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1449","718","324","6/9/2010 12:00:00 AM","","EA ","2","2.00","5/26/2010 12:00:00 AM"
"1883","718","325","6/19/2010 12:00:00 AM","","EA ","2","2.00","6/5/2010 12:00:00 AM"
"3455","718","326","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"2689","718","327","8/5/2010 12:00:00 AM","10/4/2010 12:00:00 AM","EA ","1","2.00","10/4/2010 12:00:00 AM"
"2543","718","327","10/5/2010 12:00:00 AM","","EA ","2","1.00","9/21/2010 12:00:00 AM"
"3192","718","399","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"628","718","493","3/18/2010 12:00:00 AM","","OZ ","2","8.00","3/4/2010 12:00:00 AM"
"629","718","532","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"989","718","533","5/26/2010 12:00:00 AM","","EA ","2","1.00","5/12/2010 12:00:00 AM"
"224","718","534","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"223","718","804","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1450","719","324","6/9/2010 12:00:00 AM","","EA ","2","2.00","5/26/2010 12:00:00 AM"
"1884","719","325","6/19/2010 12:00:00 AM","","EA ","2","2.00","6/5/2010 12:00:00 AM"
"3456","719","326","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"2544","719","327","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"3193","719","399","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"770","719","493","3/18/2010 12:00:00 AM","5/17/2010 12:00:00 AM","OZ ","1","9.00","5/17/2010 12:00:00 AM"
"630","719","493","5/18/2010 12:00:00 AM","","OZ ","2","8.00","5/4/2010 12:00:00 AM"
"631","719","532","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"990","719","533","5/26/2010 12:00:00 AM","","EA ","2","1.00","5/12/2010 12:00:00 AM"
"226","719","534","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"225","719","804","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1451","720","324","6/9/2010 12:00:00 AM","","EA ","2","2.00","5/26/2010 12:00:00 AM"
"1885","720","325","6/19/2010 12:00:00 AM","","EA ","2","2.00","6/5/2010 12:00:00 AM"
"3457","720","326","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"2545","720","327","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"3194","720","399","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"632","720","493","3/18/2010 12:00:00 AM","","OZ ","2","8.00","3/4/2010 12:00:00 AM"
"633","720","532","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"1167","720","533","5/26/2010 12:00:00 AM","7/25/2010 12:00:00 AM","EA ","1","2.00","7/25/2010 12:00:00 AM"
"991","720","533","7/26/2010 12:00:00 AM","","EA ","2","1.00","7/12/2010 12:00:00 AM"
"228","720","534","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"227","720","804","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1452","721","324","6/9/2010 12:00:00 AM","","EA ","2","2.00","5/26/2010 12:00:00 AM"
"1886","721","325","6/19/2010 12:00:00 AM","","EA ","2","2.00","6/5/2010 12:00:00 AM"
"3458","721","326","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"2546","721","327","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"3195","721","399","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"634","721","493","3/18/2010 12:00:00 AM","","OZ ","2","8.00","3/4/2010 12:00:00 AM"
"635","721","532","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"992","721","533","5/26/2010 12:00:00 AM","","EA ","2","1.00","5/12/2010 12:00:00 AM"
"230","721","534","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"229","721","804","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1409","722","324","6/9/2010 12:00:00 AM","","EA ","2","2.00","5/26/2010 12:00:00 AM"
"1860","722","325","6/19/2010 12:00:00 AM","","EA ","2","2.00","6/5/2010 12:00:00 AM"
"3432","722","326","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"2520","722","327","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"3169","722","399","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"1411","722","492","6/9/2010 12:00:00 AM","","OZ ","2","8.00","5/26/2010 12:00:00 AM"
"585","722","532","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"1151","722","533","5/26/2010 12:00:00 AM","7/25/2010 12:00:00 AM","EA ","1","2.00","7/25/2010 12:00:00 AM"
"966","722","533","7/26/2010 12:00:00 AM","","EA ","2","1.00","7/12/2010 12:00:00 AM"
"195","722","534","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1410","722","802","6/9/2010 12:00:00 AM","","EA ","2","1.00","5/26/2010 12:00:00 AM"
"1412","723","324","6/9/2010 12:00:00 AM","","EA ","2","2.00","5/26/2010 12:00:00 AM"
"1861","723","325","6/19/2010 12:00:00 AM","","EA ","2","2.00","6/5/2010 12:00:00 AM"
"3433","723","326","12/23/2010 12:00:00 AM","","EA ","2","1.00","12/9/2010 12:00:00 AM"
"2521","723","327","8/5/2010 12:00:00 AM","","EA ","2","1.00","7/22/2010 12:00:00 AM"
"3170","723","399","12/15/2010 12:00:00 AM","","EA ","2","1.00","12/1/2010 12:00:00 AM"
"1414","723","492","6/9/2010 12:00:00 AM","","OZ ","2","8.00","5/26/2010 12:00:00 AM"
"586","723","532","3/18/2010 12:00:00 AM","","EA ","2","4.00","3/4/2010 12:00:00 AM"
"967","723","533","5/26/2010 12:00:00 AM","","EA ","2","1.00","5/12/2010 12:00:00 AM"
"196","723","534","3/4/2010 12:00:00 AM","","EA ","2","1.00","2/18/2010 12:00:00 AM"
"1413","723","802","6/9/2010 12:00:00 AM","","EA ","2","1.00","5/26/2010 12:00:00 AM"
"1602","724","324","6/9/2010 12:00:00 AM","8/8/2010 12:00:00 AM","EA ","1","3.00","8/8/2010 12:00:00 AM"
"1415","724","324","8/9/2010 12:00:00 AM","","EA ","2","2.00","7/26/2010 12:00:00 AM"
