"ProductID","StartDate","EndDate","StandardCost","ModifiedDate"
"737","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","176.1997","5/29/2012 12:00:00 AM"
"737","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","170.1428","5/29/2013 12:00:00 AM"
"737","5/30/2013 12:00:00 AM","","204.6251","5/16/2013 12:00:00 AM"
"738","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","176.1997","5/29/2012 12:00:00 AM"
"738","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","170.1428","5/29/2013 12:00:00 AM"
"738","5/30/2013 12:00:00 AM","","204.6251","5/16/2013 12:00:00 AM"
"739","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","623.8403","5/29/2012 12:00:00 AM"
"739","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","660.9142","5/29/2013 12:00:00 AM"
"739","5/30/2013 12:00:00 AM","","747.2002","5/16/2013 12:00:00 AM"
"740","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","706.8110","5/29/2012 12:00:00 AM"
"741","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","706.8110","5/29/2012 12:00:00 AM"
"742","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","623.8403","5/29/2012 12:00:00 AM"
"742","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","660.9142","5/29/2013 12:00:00 AM"
"742","5/30/2013 12:00:00 AM","","747.2002","5/16/2013 12:00:00 AM"
"743","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","617.0281","5/29/2012 12:00:00 AM"
"743","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","653.6971","5/29/2013 12:00:00 AM"
"743","5/30/2013 12:00:00 AM","","739.0410","5/16/2013 12:00:00 AM"
"744","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0928","5/29/2012 12:00:00 AM"
"745","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0928","5/29/2012 12:00:00 AM"
"746","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","617.0281","5/29/2012 12:00:00 AM"
"746","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","653.6971","5/29/2013 12:00:00 AM"
"746","5/30/2013 12:00:00 AM","","739.0410","5/16/2013 12:00:00 AM"
"747","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","617.0281","5/29/2012 12:00:00 AM"
"747","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","653.6971","5/29/2013 12:00:00 AM"
"747","5/30/2013 12:00:00 AM","","739.0410","5/16/2013 12:00:00 AM"
"748","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","623.8403","5/29/2012 12:00:00 AM"
"748","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","660.9142","5/29/2013 12:00:00 AM"
"748","5/30/2013 12:00:00 AM","","747.2002","5/16/2013 12:00:00 AM"
"749","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","2171.2942","5/29/2012 12:00:00 AM"
"750","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","2171.2942","5/29/2012 12:00:00 AM"
"751","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","2171.2942","5/29/2012 12:00:00 AM"
"752","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","2171.2942","5/29/2012 12:00:00 AM"
"753","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","2171.2942","5/29/2012 12:00:00 AM"
"754","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","884.7083","5/29/2012 12:00:00 AM"
"755","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","884.7083","5/29/2012 12:00:00 AM"
"756","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","884.7083","5/29/2012 12:00:00 AM"
"757","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","884.7083","5/29/2012 12:00:00 AM"
"758","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","884.7083","5/29/2012 12:00:00 AM"
"759","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"759","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"760","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"760","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"761","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"761","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"762","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"762","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"763","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"763","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"764","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"764","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"765","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"765","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"766","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"766","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"767","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"767","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"768","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"768","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"769","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"769","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"770","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","413.1463","5/29/2012 12:00:00 AM"
"770","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","486.7066","5/29/2013 12:00:00 AM"
"771","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1912.1544","5/29/2012 12:00:00 AM"
"772","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1912.1544","5/29/2012 12:00:00 AM"
"773","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1912.1544","5/29/2012 12:00:00 AM"
"774","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1912.1544","5/29/2012 12:00:00 AM"
"775","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1898.0944","5/29/2012 12:00:00 AM"
"776","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1898.0944","5/29/2012 12:00:00 AM"
"777","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1898.0944","5/29/2012 12:00:00 AM"
"778","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1898.0944","5/29/2012 12:00:00 AM"
"779","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1117.8559","5/29/2013 12:00:00 AM"
"779","5/30/2013 12:00:00 AM","","1265.6195","5/16/2013 12:00:00 AM"
"780","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1117.8559","5/29/2013 12:00:00 AM"
"780","5/30/2013 12:00:00 AM","","1265.6195","5/16/2013 12:00:00 AM"
"781","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1117.8559","5/29/2013 12:00:00 AM"
"781","5/30/2013 12:00:00 AM","","1265.6195","5/16/2013 12:00:00 AM"
"782","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1105.8100","5/29/2013 12:00:00 AM"
"782","5/30/2013 12:00:00 AM","","1251.9813","5/16/2013 12:00:00 AM"
"783","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1105.8100","5/29/2013 12:00:00 AM"
"783","5/30/2013 12:00:00 AM","","1251.9813","5/16/2013 12:00:00 AM"
"784","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1105.8100","5/29/2013 12:00:00 AM"
"784","5/30/2013 12:00:00 AM","","1251.9813","5/16/2013 12:00:00 AM"
"785","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","598.4354","5/29/2013 12:00:00 AM"
"786","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","598.4354","5/29/2013 12:00:00 AM"
"787","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","598.4354","5/29/2013 12:00:00 AM"
"788","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","598.4354","5/29/2013 12:00:00 AM"
"789","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1518.7864","5/29/2013 12:00:00 AM"
"790","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1518.7864","5/29/2013 12:00:00 AM"
"791","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1518.7864","5/29/2013 12:00:00 AM"
"792","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1320.6838","5/29/2013 12:00:00 AM"
"792","5/30/2013 12:00:00 AM","","1554.9479","5/16/2013 12:00:00 AM"
"793","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1320.6838","5/29/2013 12:00:00 AM"
"793","5/30/2013 12:00:00 AM","","1554.9479","5/16/2013 12:00:00 AM"
"794","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1320.6838","5/29/2013 12:00:00 AM"
"794","5/30/2013 12:00:00 AM","","1554.9479","5/16/2013 12:00:00 AM"
"795","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1320.6838","5/29/2013 12:00:00 AM"
"795","5/30/2013 12:00:00 AM","","1554.9479","5/16/2013 12:00:00 AM"
"796","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1320.6838","5/29/2013 12:00:00 AM"
"796","5/30/2013 12:00:00 AM","","1554.9479","5/16/2013 12:00:00 AM"
"797","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","605.6492","5/29/2013 12:00:00 AM"
"797","5/30/2013 12:00:00 AM","","713.0798","5/16/2013 12:00:00 AM"
"798","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","605.6492","5/29/2013 12:00:00 AM"
"798","5/30/2013 12:00:00 AM","","713.0798","5/16/2013 12:00:00 AM"
"799","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","605.6492","5/29/2013 12:00:00 AM"
"799","5/30/2013 12:00:00 AM","","713.0798","5/16/2013 12:00:00 AM"
"800","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","605.6492","5/29/2013 12:00:00 AM"
"800","5/30/2013 12:00:00 AM","","713.0798","5/16/2013 12:00:00 AM"
"801","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","605.6492","5/29/2013 12:00:00 AM"
"801","5/30/2013 12:00:00 AM","","713.0798","5/16/2013 12:00:00 AM"
"802","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","65.8097","5/29/2013 12:00:00 AM"
"803","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","77.9176","5/29/2013 12:00:00 AM"
"804","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","101.8936","5/29/2013 12:00:00 AM"
"805","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","15.1848","5/29/2013 12:00:00 AM"
"806","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","45.4168","5/29/2013 12:00:00 AM"
"807","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","55.3801","5/29/2013 12:00:00 AM"
"808","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","17.9780","5/29/2013 12:00:00 AM"
"808","5/30/2013 12:00:00 AM","","19.7758","5/16/2013 12:00:00 AM"
"809","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","24.9932","5/29/2013 12:00:00 AM"
"809","5/30/2013 12:00:00 AM","","27.4925","5/16/2013 12:00:00 AM"
"810","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","48.5453","5/29/2013 12:00:00 AM"
"810","5/30/2013 12:00:00 AM","","53.3999","5/16/2013 12:00:00 AM"
"811","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","17.9780","5/29/2013 12:00:00 AM"
"811","5/30/2013 12:00:00 AM","","19.7758","5/16/2013 12:00:00 AM"
"812","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","24.9932","5/29/2013 12:00:00 AM"
"812","5/30/2013 12:00:00 AM","","27.4925","5/16/2013 12:00:00 AM"
"813","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","48.5453","5/29/2013 12:00:00 AM"
"813","5/30/2013 12:00:00 AM","","53.3999","5/16/2013 12:00:00 AM"
"814","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","185.8193","5/29/2013 12:00:00 AM"
"815","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","26.9708","5/29/2013 12:00:00 AM"
"816","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","92.8071","5/29/2013 12:00:00 AM"
"817","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","133.2955","5/29/2013 12:00:00 AM"
"818","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","37.9909","5/29/2013 12:00:00 AM"
"819","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","110.2829","5/29/2013 12:00:00 AM"
"820","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","146.5466","5/29/2013 12:00:00 AM"
"821","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","96.7964","5/29/2013 12:00:00 AM"
"822","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","300.1188","5/29/2013 12:00:00 AM"
"822","5/30/2013 12:00:00 AM","","360.9428","5/16/2013 12:00:00 AM"
"823","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","38.9588","5/29/2013 12:00:00 AM"
"824","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","104.7951","5/29/2013 12:00:00 AM"
"825","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","145.2835","5/29/2013 12:00:00 AM"
"826","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","49.9789","5/29/2013 12:00:00 AM"
"827","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","122.2709","5/29/2013 12:00:00 AM"
"828","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","158.5346","5/29/2013 12:00:00 AM"
"829","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","108.7844","5/29/2013 12:00:00 AM"
"830","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","185.8193","5/29/2013 12:00:00 AM"
"831","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","185.8193","5/29/2013 12:00:00 AM"
"832","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","185.8193","5/29/2013 12:00:00 AM"
"833","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","300.1188","5/29/2013 12:00:00 AM"
"833","5/30/2013 12:00:00 AM","","360.9428","5/16/2013 12:00:00 AM"
"834","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","300.1188","5/29/2013 12:00:00 AM"
"834","5/30/2013 12:00:00 AM","","360.9428","5/16/2013 12:00:00 AM"
"835","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","300.1188","5/29/2013 12:00:00 AM"
"835","5/30/2013 12:00:00 AM","","360.9428","5/16/2013 12:00:00 AM"
"836","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","300.1188","5/29/2013 12:00:00 AM"
"836","5/30/2013 12:00:00 AM","","360.9428","5/16/2013 12:00:00 AM"
"837","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","722.2568","5/29/2013 12:00:00 AM"
"837","5/30/2013 12:00:00 AM","","868.6342","5/16/2013 12:00:00 AM"
"838","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","722.2568","5/29/2013 12:00:00 AM"
"838","5/30/2013 12:00:00 AM","","868.6342","5/16/2013 12:00:00 AM"
"839","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","722.2568","5/29/2013 12:00:00 AM"
"839","5/30/2013 12:00:00 AM","","868.6342","5/16/2013 12:00:00 AM"
"840","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","722.2568","5/29/2013 12:00:00 AM"
"840","5/30/2013 12:00:00 AM","","868.6342","5/16/2013 12:00:00 AM"
"841","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","24.7459","5/29/2013 12:00:00 AM"
"842","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","51.5625","5/29/2013 12:00:00 AM"
"843","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","10.3125","5/29/2013 12:00:00 AM"
"844","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","8.2459","5/29/2013 12:00:00 AM"
"845","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","10.3084","5/29/2013 12:00:00 AM"
"846","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","5.7709","5/29/2013 12:00:00 AM"
"847","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","14.4334","5/29/2013 12:00:00 AM"
"848","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","18.5584","5/29/2013 12:00:00 AM"
"849","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","24.7459","5/29/2013 12:00:00 AM"
"850","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","24.7459","5/29/2013 12:00:00 AM"
"851","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","24.7459","5/29/2013 12:00:00 AM"
"852","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","30.9334","5/29/2013 12:00:00 AM"
"853","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","30.9334","5/29/2013 12:00:00 AM"
"854","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","30.9334","5/29/2013 12:00:00 AM"
"855","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","37.1209","5/29/2013 12:00:00 AM"
"856","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","37.1209","5/29/2013 12:00:00 AM"
"857","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","37.1209","5/29/2013 12:00:00 AM"
"858","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","9.7136","5/29/2013 12:00:00 AM"
"858","5/30/2013 12:00:00 AM","","9.1593","5/16/2013 12:00:00 AM"
"859","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","9.7136","5/29/2013 12:00:00 AM"
"859","5/30/2013 12:00:00 AM","","9.1593","5/16/2013 12:00:00 AM"
"860","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","9.7136","5/29/2013 12:00:00 AM"
"860","5/30/2013 12:00:00 AM","","9.1593","5/16/2013 12:00:00 AM"
"861","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","15.6709","5/29/2013 12:00:00 AM"
"862","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","15.6709","5/29/2013 12:00:00 AM"
"863","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","15.6709","5/29/2013 12:00:00 AM"
