"BusinessEntityID","CreditCardID","ModifiedDate"
"573","14612","5/31/2011 12:00:00 AM"
"577","4727","7/31/2013 12:00:00 AM"
"579","15924","6/30/2013 12:00:00 AM"
"581","17540","6/30/2013 12:00:00 AM"
"583","3235","5/31/2011 12:00:00 AM"
"585","5758","10/1/2011 12:00:00 AM"
"587","13536","7/31/2013 12:00:00 AM"
"589","18717","5/30/2012 12:00:00 AM"
"591","1566","5/31/2011 12:00:00 AM"
"595","12715","6/30/2013 12:00:00 AM"
"597","17277","6/30/2012 12:00:00 AM"
"599","10270","7/1/2011 12:00:00 AM"
"601","17923","6/30/2012 12:00:00 AM"
"603","553","6/30/2012 12:00:00 AM"
"607","5577","7/1/2011 12:00:00 AM"
"609","5514","9/30/2012 12:00:00 AM"
"611","7829","8/1/2011 12:00:00 AM"
"613","17308","5/30/2013 12:00:00 AM"
"615","204","7/1/2011 12:00:00 AM"
"617","2602","7/31/2013 12:00:00 AM"
"619","6863","9/30/2012 12:00:00 AM"
"621","15954","6/30/2012 12:00:00 AM"
"623","10502","7/31/2013 12:00:00 AM"
"625","11580","7/31/2013 12:00:00 AM"
"627","5589","6/30/2012 12:00:00 AM"
"629","3764","5/30/2013 12:00:00 AM"
"631","13278","8/1/2011 12:00:00 AM"
"633","13923","6/30/2012 12:00:00 AM"
"635","2847","5/30/2013 12:00:00 AM"
"637","2270","7/31/2012 12:00:00 AM"
"639","2604","5/30/2012 12:00:00 AM"
"641","5164","8/1/2011 12:00:00 AM"
"643","18460","7/31/2013 12:00:00 AM"
"647","4357","8/1/2011 12:00:00 AM"
"649","5751","6/30/2012 12:00:00 AM"
"651","4830","5/30/2013 12:00:00 AM"
"653","7600","8/1/2011 12:00:00 AM"
"655","16192","6/30/2013 12:00:00 AM"
"657","6468","7/31/2012 12:00:00 AM"
"659","9961","7/31/2013 12:00:00 AM"
"661","13054","5/31/2011 12:00:00 AM"
"663","17774","5/30/2012 12:00:00 AM"
"665","16805","5/30/2013 12:00:00 AM"
"667","778","8/1/2011 12:00:00 AM"
"669","14842","5/30/2013 12:00:00 AM"
"671","19154","8/1/2011 12:00:00 AM"
"675","230","7/31/2013 12:00:00 AM"
"681","12529","7/31/2013 12:00:00 AM"
"683","14497","5/30/2012 12:00:00 AM"
"685","14064","8/1/2011 12:00:00 AM"
"687","8342","5/30/2013 12:00:00 AM"
"689","15364","6/30/2013 12:00:00 AM"
"691","1912","5/30/2012 12:00:00 AM"
"693","17935","8/1/2011 12:00:00 AM"
"695","18328","7/31/2013 12:00:00 AM"
"697","5301","5/31/2011 12:00:00 AM"
"699","10526","6/30/2012 12:00:00 AM"
"701","15282","7/31/2012 12:00:00 AM"
"703","7167","7/1/2011 12:00:00 AM"
"705","11274","6/30/2013 12:00:00 AM"
"707","7832","6/30/2013 12:00:00 AM"
"709","14371","6/30/2012 12:00:00 AM"
"713","16871","10/1/2011 12:00:00 AM"
"715","12135","10/31/2011 12:00:00 AM"
"717","16939","5/30/2013 12:00:00 AM"
"719","18908","5/30/2013 12:00:00 AM"
"721","5618","5/31/2011 12:00:00 AM"
"723","18407","8/1/2011 12:00:00 AM"
"725","17073","10/31/2011 12:00:00 AM"
"727","18323","7/1/2011 12:00:00 AM"
"729","14261","7/31/2013 12:00:00 AM"
"731","12554","6/30/2012 12:00:00 AM"
"733","15829","7/31/2012 12:00:00 AM"
"735","1039","5/30/2013 12:00:00 AM"
"737","18049","7/1/2011 12:00:00 AM"
"739","17658","8/1/2011 12:00:00 AM"
"741","18502","8/31/2011 12:00:00 AM"
"743","10336","5/30/2012 12:00:00 AM"
"745","3827","6/30/2012 12:00:00 AM"
"751","17669","8/1/2011 12:00:00 AM"
"753","7092","8/1/2011 12:00:00 AM"
"757","10553","7/31/2013 12:00:00 AM"
"759","11781","7/1/2011 12:00:00 AM"
"761","3070","5/30/2012 12:00:00 AM"
"763","7392","8/1/2011 12:00:00 AM"
"765","15443","6/30/2012 12:00:00 AM"
"767","923","5/30/2012 12:00:00 AM"
"769","11046","5/30/2013 12:00:00 AM"
"771","4931","5/30/2013 12:00:00 AM"
"773","5824","7/31/2013 12:00:00 AM"
"775","11080","7/31/2012 12:00:00 AM"
"777","11201","4/30/2012 12:00:00 AM"
"779","11745","7/1/2011 12:00:00 AM"
"781","10064","6/30/2012 12:00:00 AM"
"783","9628","7/31/2013 12:00:00 AM"
"785","17544","7/31/2012 12:00:00 AM"
"787","18496","8/1/2011 12:00:00 AM"
"789","15090","7/1/2011 12:00:00 AM"
"791","17902","5/30/2012 12:00:00 AM"
"793","6452","7/1/2011 12:00:00 AM"
"795","14546","6/30/2013 12:00:00 AM"
"797","7597","7/31/2012 12:00:00 AM"
"799","3047","8/1/2011 12:00:00 AM"
"801","10783","7/31/2012 12:00:00 AM"
"803","12214","8/1/2011 12:00:00 AM"
"805","17062","8/1/2011 12:00:00 AM"
"807","18231","6/30/2012 12:00:00 AM"
"809","11622","6/30/2013 12:00:00 AM"
"811","6065","8/1/2011 12:00:00 AM"
"813","18875","8/1/2011 12:00:00 AM"
"815","13468","7/1/2011 12:00:00 AM"
"817","15882","7/1/2011 12:00:00 AM"
"819","12399","5/31/2011 12:00:00 AM"
"821","16523","9/30/2012 12:00:00 AM"
"823","16023","7/31/2013 12:00:00 AM"
"825","19078","8/1/2011 12:00:00 AM"
"827","12698","8/1/2011 12:00:00 AM"
"829","15616","6/30/2013 12:00:00 AM"
"831","6126","7/1/2011 12:00:00 AM"
"833","12648","6/30/2013 12:00:00 AM"
"835","5346","10/30/2012 12:00:00 AM"
"837","12015","6/30/2013 12:00:00 AM"
"839","9043","10/1/2011 12:00:00 AM"
"841","8015","1/29/2014 12:00:00 AM"
"843","6235","10/30/2012 12:00:00 AM"
"845","161","7/1/2011 12:00:00 AM"
"847","6940","6/30/2012 12:00:00 AM"
"849","7604","8/1/2011 12:00:00 AM"
"851","1346","5/31/2011 12:00:00 AM"
"853","8213","7/31/2013 12:00:00 AM"
"855","11874","7/31/2013 12:00:00 AM"
"857","19143","5/30/2013 12:00:00 AM"
"859","18174","7/31/2013 12:00:00 AM"
"861","10146","7/31/2012 12:00:00 AM"
"863","18813","8/1/2011 12:00:00 AM"
"867","16967","7/31/2013 12:00:00 AM"
"869","11011","7/1/2011 12:00:00 AM"
"871","3465","7/31/2012 12:00:00 AM"
"873","12","5/30/2012 12:00:00 AM"
"875","8579","5/30/2013 12:00:00 AM"
"877","7146","8/1/2011 12:00:00 AM"
"879","15538","5/31/2011 12:00:00 AM"
"881","11555","8/1/2011 12:00:00 AM"
"883","6675","7/1/2011 12:00:00 AM"
"885","13480","7/31/2012 12:00:00 AM"
"887","5099","5/30/2013 12:00:00 AM"
"889","5995","9/30/2013 12:00:00 AM"
"891","15319","6/30/2012 12:00:00 AM"
"893","4511","5/1/2014 12:00:00 AM"
"895","6955","8/1/2011 12:00:00 AM"
"897","2759","10/1/2011 12:00:00 AM"
"899","13246","7/1/2011 12:00:00 AM"
"901","18591","7/31/2012 12:00:00 AM"
"903","76","5/31/2011 12:00:00 AM"
"905","17748","7/31/2013 12:00:00 AM"
"907","5439","5/31/2011 12:00:00 AM"
"909","14599","7/31/2013 12:00:00 AM"
"911","3498","7/31/2012 12:00:00 AM"
"913","11717","7/1/2011 12:00:00 AM"
"915","15076","6/30/2012 12:00:00 AM"
"919","10919","12/31/2012 12:00:00 AM"
"921","8965","8/30/2013 12:00:00 AM"
"923","15586","12/1/2011 12:00:00 AM"
"925","17132","8/1/2011 12:00:00 AM"
"927","782","7/31/2012 12:00:00 AM"
"929","11441","5/30/2012 12:00:00 AM"
"931","14562","5/30/2012 12:00:00 AM"
"933","19181","7/1/2011 12:00:00 AM"
"935","15798","7/1/2011 12:00:00 AM"
"937","10915","7/31/2012 12:00:00 AM"
"939","706","5/30/2013 12:00:00 AM"
"941","4662","6/30/2013 12:00:00 AM"
"943","5710","5/30/2012 12:00:00 AM"
"945","9386","6/30/2013 12:00:00 AM"
"947","1699","6/30/2012 12:00:00 AM"
"949","16754","7/31/2012 12:00:00 AM"
"951","8850","5/30/2012 12:00:00 AM"
"953","5868","5/30/2012 12:00:00 AM"
"957","14803","6/30/2012 12:00:00 AM"
"959","6191","10/1/2011 12:00:00 AM"
"961","451","6/30/2012 12:00:00 AM"
"963","11815","7/1/2011 12:00:00 AM"
"965","5609","10/31/2011 12:00:00 AM"
"969","18316","7/1/2011 12:00:00 AM"
"971","15711","6/30/2013 12:00:00 AM"
"973","4835","7/1/2011 12:00:00 AM"
"975","16976","6/30/2012 12:00:00 AM"
"977","10100","7/31/2012 12:00:00 AM"
"979","12102","7/1/2011 12:00:00 AM"
"981","8672","5/30/2012 12:00:00 AM"
"983","18930","7/31/2013 12:00:00 AM"
"985","10662","6/30/2012 12:00:00 AM"
"987","7667","6/30/2012 12:00:00 AM"
"989","12582","7/31/2013 12:00:00 AM"
"991","2780","6/30/2012 12:00:00 AM"
"993","17978","7/31/2013 12:00:00 AM"
"995","3367","8/30/2013 12:00:00 AM"
"997","8552","8/1/2011 12:00:00 AM"
"999","15432","7/31/2013 12:00:00 AM"
"1001","8217","5/30/2012 12:00:00 AM"
"1003","5347","7/31/2013 12:00:00 AM"
"1009","13366","7/1/2011 12:00:00 AM"
"1011","15682","10/31/2011 12:00:00 AM"
"1013","14140","7/31/2012 12:00:00 AM"
"1015","7845","8/1/2011 12:00:00 AM"
"1017","18153","5/31/2011 12:00:00 AM"
"1019","6291","7/31/2013 12:00:00 AM"
"1021","12279","7/1/2011 12:00:00 AM"
"1023","2274","6/30/2013 12:00:00 AM"
"1025","17324","7/31/2012 12:00:00 AM"
"1027","10004","6/30/2012 12:00:00 AM"
"1029","13694","6/30/2013 12:00:00 AM"
"1031","14559","7/1/2011 12:00:00 AM"
"1033","6881","6/30/2012 12:00:00 AM"
"1035","8399","5/30/2013 12:00:00 AM"
"1037","9314","7/31/2013 12:00:00 AM"
"1039","18097","7/31/2012 12:00:00 AM"
"1041","6535","7/31/2013 12:00:00 AM"
"1043","14030","5/31/2011 12:00:00 AM"
"1045","16281","5/31/2011 12:00:00 AM"
"1047","13699","8/30/2012 12:00:00 AM"
"1049","11886","5/31/2011 12:00:00 AM"
"1051","6183","6/30/2012 12:00:00 AM"
"1053","12371","5/30/2013 12:00:00 AM"
"1055","16905","7/1/2011 12:00:00 AM"
"1059","7719","5/1/2014 12:00:00 AM"
"1061","18495","7/31/2012 12:00:00 AM"
"1063","4432","7/31/2012 12:00:00 AM"
"1065","18418","8/1/2011 12:00:00 AM"
"1067","6083","6/30/2012 12:00:00 AM"
"1069","17621","6/30/2012 12:00:00 AM"
"1071","11888","5/30/2013 12:00:00 AM"
"1073","12030","7/31/2012 12:00:00 AM"
"1075","14790","7/31/2013 12:00:00 AM"
"1077","8482","7/31/2013 12:00:00 AM"
"1079","14234","7/31/2013 12:00:00 AM"
"1081","11056","8/1/2011 12:00:00 AM"
"1083","13939","7/31/2013 12:00:00 AM"
"1085","1417","5/31/2011 12:00:00 AM"
"1087","12299","6/30/2013 12:00:00 AM"
"1089","10234","7/1/2011 12:00:00 AM"
"1091","4443","7/31/2012 12:00:00 AM"
"1093","18493","6/30/2013 12:00:00 AM"
"1095","1402","5/31/2011 12:00:00 AM"
"1099","7001","5/30/2013 12:00:00 AM"
"1101","5279","6/30/2012 12:00:00 AM"
"1105","8479","10/30/2012 12:00:00 AM"
"1107","12177","7/1/2011 12:00:00 AM"
"1109","7089","7/31/2013 12:00:00 AM"
"1111","8043","7/1/2011 12:00:00 AM"
"1113","9617","7/31/2012 12:00:00 AM"
"1115","18675","6/30/2012 12:00:00 AM"
"1117","6646","12/1/2011 12:00:00 AM"
"1119","5651","1/29/2012 12:00:00 AM"
"1121","59","6/30/2013 12:00:00 AM"
"1125","16665","7/1/2011 12:00:00 AM"
"1127","10520","8/30/2012 12:00:00 AM"
"1129","7831","6/30/2013 12:00:00 AM"
"1131","10899","7/31/2012 12:00:00 AM"
"1133","11840","7/1/2011 12:00:00 AM"
"1135","8991","7/1/2011 12:00:00 AM"
"1137","11679","5/30/2012 12:00:00 AM"
"1139","4218","6/30/2013 12:00:00 AM"
"1141","19174","6/30/2012 12:00:00 AM"
"1143","14219","5/1/2014 12:00:00 AM"
"1145","17174","5/30/2013 12:00:00 AM"
"1147","8882","8/1/2011 12:00:00 AM"
"1149","5102","7/31/2012 12:00:00 AM"
"1151","18419","5/30/2013 12:00:00 AM"
"1153","11744","5/30/2012 12:00:00 AM"
"1155","15771","6/30/2012 12:00:00 AM"
"1157","5434","7/31/2013 12:00:00 AM"
"1159","10909","7/31/2013 12:00:00 AM"
"1161","11984","5/30/2012 12:00:00 AM"
"1163","8663","7/1/2011 12:00:00 AM"
"1165","9212","7/31/2013 12:00:00 AM"
"1167","12808","7/31/2012 12:00:00 AM"
"1169","18707","8/1/2011 12:00:00 AM"
"1171","2668","1/28/2013 12:00:00 AM"
"1173","2470","7/1/2011 12:00:00 AM"
"1175","9540","8/31/2011 12:00:00 AM"
"1177","3586","7/31/2013 12:00:00 AM"
"1181","2364","7/1/2011 12:00:00 AM"
"1183","5093","5/31/2011 12:00:00 AM"
"1185","13693","5/31/2011 12:00:00 AM"
"1187","5215","7/31/2012 12:00:00 AM"
"1191","11072","7/1/2011 12:00:00 AM"
"1195","5424","5/30/2013 12:00:00 AM"
"1197","9949","5/30/2013 12:00:00 AM"
"1199","3815","6/30/2012 12:00:00 AM"
"1201","10191","6/30/2012 12:00:00 AM"
"1203","11215","8/1/2011 12:00:00 AM"
"1205","806","5/31/2011 12:00:00 AM"
"1209","12107","6/30/2013 12:00:00 AM"
"1211","18428","10/30/2012 12:00:00 AM"
"1213","9973","7/1/2011 12:00:00 AM"
"1215","1553","7/31/2012 12:00:00 AM"
"1217","16978","7/31/2012 12:00:00 AM"
"1219","15927","6/30/2012 12:00:00 AM"
"1223","18480","7/1/2011 12:00:00 AM"
"1227","7475","7/1/2011 12:00:00 AM"
"1229","8","6/30/2013 12:00:00 AM"
"1231","1318","6/30/2013 12:00:00 AM"
"1233","13779","5/30/2012 12:00:00 AM"
"1235","14606","6/30/2012 12:00:00 AM"
"1237","4552","6/30/2013 12:00:00 AM"
"1239","267","5/31/2011 12:00:00 AM"
"1241","5754","6/30/2012 12:00:00 AM"
"1243","16253","8/1/2011 12:00:00 AM"
"1245","16654","10/31/2011 12:00:00 AM"
"1247","686","7/31/2013 12:00:00 AM"
"1249","55","7/31/2013 12:00:00 AM"
"1251","15105","6/30/2013 12:00:00 AM"
"1253","13064","6/30/2012 12:00:00 AM"
"1255","19043","5/30/2012 12:00:00 AM"
"1257","5220","8/1/2011 12:00:00 AM"
"1259","8091","7/31/2013 12:00:00 AM"
"1261","12228","6/30/2013 12:00:00 AM"
"1265","2504","6/30/2012 12:00:00 AM"
"1269","5343","7/1/2011 12:00:00 AM"
"1271","4272","6/30/2013 12:00:00 AM"
"1273","13784","7/31/2012 12:00:00 AM"
"1275","6280","6/30/2013 12:00:00 AM"
"1277","10623","7/31/2012 12:00:00 AM"
"1279","15648","10/1/2011 12:00:00 AM"
"1281","8219","7/31/2013 12:00:00 AM"
"1283","7764","7/31/2013 12:00:00 AM"
"1285","9054","7/31/2013 12:00:00 AM"
"1287","18047","10/30/2012 12:00:00 AM"
"1289","5570","6/30/2012 12:00:00 AM"
"1291","1298","6/30/2013 12:00:00 AM"
"1293","5661","5/30/2012 12:00:00 AM"
"1295","12933","8/1/2011 12:00:00 AM"
"1297","3015","7/31/2013 12:00:00 AM"
"1299","15144","6/30/2013 12:00:00 AM"
"1301","14487","5/30/2013 12:00:00 AM"
"1303","13035","6/30/2013 12:00:00 AM"
"1305","17455","7/31/2013 12:00:00 AM"
"1307","8033","8/1/2011 12:00:00 AM"
"1309","6777","7/1/2011 12:00:00 AM"
"1311","14454","7/1/2011 12:00:00 AM"
"1315","7380","6/30/2012 12:00:00 AM"
"1317","953","7/31/2013 12:00:00 AM"
"1319","6981","6/30/2012 12:00:00 AM"
"1321","5110","8/1/2011 12:00:00 AM"
"1323","11814","7/31/2012 12:00:00 AM"
"1325","2436","6/30/2012 12:00:00 AM"
"1327","18364","6/30/2012 12:00:00 AM"
"1329","15483","7/31/2012 12:00:00 AM"
"1331","13712","7/1/2011 12:00:00 AM"
"1333","5668","7/31/2012 12:00:00 AM"
"1335","371","7/31/2012 12:00:00 AM"
"1337","10163","5/31/2011 12:00:00 AM"
"1339","4851","7/31/2012 12:00:00 AM"
"1341","7182","7/31/2013 12:00:00 AM"
"1343","3274","7/1/2011 12:00:00 AM"
"1345","17036","7/31/2012 12:00:00 AM"
"1349","8103","7/1/2011 12:00:00 AM"
"1351","15735","7/31/2013 12:00:00 AM"
"1353","9277","7/31/2013 12:00:00 AM"
"1355","3788","8/1/2011 12:00:00 AM"
"1357","19011","8/1/2011 12:00:00 AM"
"1361","13420","7/1/2011 12:00:00 AM"
"1363","7454","8/1/2011 12:00:00 AM"
"1365","14535","5/30/2013 12:00:00 AM"
"1367","15138","7/31/2012 12:00:00 AM"
"1369","15018","7/31/2013 12:00:00 AM"
"1371","15875","8/31/2011 12:00:00 AM"
"1373","10370","5/31/2011 12:00:00 AM"
"1375","14542","7/31/2012 12:00:00 AM"
"1377","1866","7/31/2012 12:00:00 AM"
"1379","1260","6/30/2013 12:00:00 AM"
"1381","13088","12/31/2013 12:00:00 AM"
"1383","8719","6/30/2013 12:00:00 AM"
"1385","16132","7/31/2012 12:00:00 AM"
"1387","15784","5/30/2012 12:00:00 AM"
"1391","16704","10/31/2011 12:00:00 AM"
"1393","15555","6/30/2012 12:00:00 AM"
"1395","8235","6/30/2013 12:00:00 AM"
"1397","3157","6/30/2012 12:00:00 AM"
"1399","12198","6/30/2012 12:00:00 AM"
"1403","7898","5/30/2013 12:00:00 AM"
"1405","9855","7/1/2011 12:00:00 AM"
"1407","5033","9/30/2012 12:00:00 AM"
"1409","2687","6/30/2012 12:00:00 AM"
"1411","10453","9/30/2012 12:00:00 AM"
"1413","7176","5/31/2011 12:00:00 AM"
"1415","16439","6/30/2012 12:00:00 AM"
"1417","10456","5/31/2011 12:00:00 AM"
"1419","4871","6/30/2013 12:00:00 AM"
"1421","10395","6/30/2012 12:00:00 AM"
"1423","15977","6/30/2012 12:00:00 AM"
"1425","14895","7/31/2012 12:00:00 AM"
"1427","3600","5/30/2012 12:00:00 AM"
"1429","6156","5/30/2012 12:00:00 AM"
"1431","18946","8/30/2013 12:00:00 AM"
"1433","106","6/30/2013 12:00:00 AM"
"1435","15448","8/1/2011 12:00:00 AM"
"1437","4842","7/1/2011 12:00:00 AM"
"1439","17341","6/30/2013 12:00:00 AM"
"1441","10139","7/31/2013 12:00:00 AM"
"1443","14153","7/31/2012 12:00:00 AM"
"1447","18744","4/30/2013 12:00:00 AM"
"1449","5690","6/30/2012 12:00:00 AM"
"1453","18831","10/1/2011 12:00:00 AM"
"1455","4459","10/1/2011 12:00:00 AM"
"1457","11652","10/1/2011 12:00:00 AM"
"1459","7347","10/31/2011 12:00:00 AM"
"1461","17185","6/30/2013 12:00:00 AM"
"1463","1642","6/30/2013 12:00:00 AM"
"1465","7029","9/30/2012 12:00:00 AM"
"1467","3904","6/30/2012 12:00:00 AM"
"1469","17239","5/30/2012 12:00:00 AM"
"1471","12550","7/31/2012 12:00:00 AM"
"1473","6536","7/31/2013 12:00:00 AM"
"1475","14152","6/30/2013 12:00:00 AM"
"1477","18386","10/1/2011 12:00:00 AM"
"1479","3453","6/30/2012 12:00:00 AM"
"1481","7672","6/30/2013 12:00:00 AM"
"1483","6295","7/31/2013 12:00:00 AM"
"1485","2082","6/30/2012 12:00:00 AM"
"1489","17982","7/31/2013 12:00:00 AM"
"1699","16578","7/31/2013 12:00:00 AM"
"1700","15455","5/5/2014 12:00:00 AM"
"1701","3243","3/6/2012 12:00:00 AM"
"1702","1133","9/26/2011 12:00:00 AM"
"1703","1188","3/17/2012 12:00:00 AM"
"1704","2853","1/14/2012 12:00:00 AM"
"1705","7649","9/27/2013 12:00:00 AM"
"1706","6018","6/15/2014 12:00:00 AM"
"1707","11094","7/11/2013 12:00:00 AM"
"1708","4739","1/1/2014 12:00:00 AM"
"1709","1994","4/17/2014 12:00:00 AM"
"1710","1643","7/11/2012 12:00:00 AM"
"1711","1934","2/9/2014 12:00:00 AM"
"1712","7916","8/2/2012 12:00:00 AM"
"1713","18844","11/28/2013 12:00:00 AM"
"1714","10306","6/18/2014 12:00:00 AM"
"1715","1433","12/7/2013 12:00:00 AM"
"1716","1016","5/1/2014 12:00:00 AM"
"1717","11004","3/2/2014 12:00:00 AM"
"1718","9627","3/23/2014 12:00:00 AM"
"1719","9055","3/15/2012 12:00:00 AM"
"1720","2236","7/9/2012 12:00:00 AM"
"1721","13828","9/10/2013 12:00:00 AM"
"1722","18395","4/8/2013 12:00:00 AM"
"1723","17144","12/8/2013 12:00:00 AM"
"1724","9954","9/1/2012 12:00:00 AM"
"1725","4694","12/26/2013 12:00:00 AM"
"1726","6476","1/6/2014 12:00:00 AM"
"1727","15706","11/23/2013 12:00:00 AM"
"1728","17100","12/23/2013 12:00:00 AM"
"1729","18632","1/16/2013 12:00:00 AM"
"1730","17334","2/28/2012 12:00:00 AM"
"1731","17851","5/31/2014 12:00:00 AM"
"1732","10732","12/21/2011 12:00:00 AM"
"1733","2352","8/31/2013 12:00:00 AM"
"1734","12836","2/18/2014 12:00:00 AM"
"1735","4285","6/15/2012 12:00:00 AM"
"1736","3767","5/3/2013 12:00:00 AM"
"1737","847","8/31/2013 12:00:00 AM"
"1738","3571","9/6/2013 12:00:00 AM"
"1739","92","2/11/2014 12:00:00 AM"
"1740","18914","12/8/2012 12:00:00 AM"
"1741","15389","1/31/2014 12:00:00 AM"
"1742","5233","2/17/2014 12:00:00 AM"
"1743","1405","7/21/2013 12:00:00 AM"
"1744","15322","3/28/2014 12:00:00 AM"
"1745","3396","8/30/2011 12:00:00 AM"
"1746","749","3/27/2013 12:00:00 AM"
"1747","11533","12/14/2013 12:00:00 AM"
"1748","5229","5/20/2014 12:00:00 AM"
"1749","8309","7/10/2013 12:00:00 AM"
"1750","2583","5/6/2013 12:00:00 AM"
