"ProductID","StartDate","EndDate","ListPrice","ModifiedDate"
"714","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","48.0673","5/29/2013 12:00:00 AM"
"714","5/30/2013 12:00:00 AM","","49.9900","5/9/2013 12:00:00 AM"
"715","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","48.0673","5/29/2012 12:00:00 AM"
"715","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","48.0673","5/29/2013 12:00:00 AM"
"715","5/30/2013 12:00:00 AM","","49.9900","5/9/2013 12:00:00 AM"
"716","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","48.0673","5/29/2012 12:00:00 AM"
"716","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","48.0673","5/29/2013 12:00:00 AM"
"716","5/30/2013 12:00:00 AM","","49.9900","5/9/2013 12:00:00 AM"
"717","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1263.4598","5/29/2012 12:00:00 AM"
"717","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1301.3636","5/29/2013 12:00:00 AM"
"717","5/30/2013 12:00:00 AM","","1431.5000","5/9/2013 12:00:00 AM"
"718","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1263.4598","5/29/2012 12:00:00 AM"
"718","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1301.3636","5/29/2013 12:00:00 AM"
"718","5/30/2013 12:00:00 AM","","1431.5000","5/9/2013 12:00:00 AM"
"719","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1263.4598","5/29/2012 12:00:00 AM"
"719","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1301.3636","5/29/2013 12:00:00 AM"
"719","5/30/2013 12:00:00 AM","","1431.5000","5/9/2013 12:00:00 AM"
"720","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1263.4598","5/29/2012 12:00:00 AM"
"720","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1301.3636","5/29/2013 12:00:00 AM"
"720","5/30/2013 12:00:00 AM","","1431.5000","5/9/2013 12:00:00 AM"
"721","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1263.4598","5/29/2012 12:00:00 AM"
"721","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1301.3636","5/29/2013 12:00:00 AM"
"721","5/30/2013 12:00:00 AM","","1431.5000","5/9/2013 12:00:00 AM"
"722","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","297.6346","5/29/2012 12:00:00 AM"
"722","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","306.5636","5/29/2013 12:00:00 AM"
"722","5/30/2013 12:00:00 AM","","337.2200","5/9/2013 12:00:00 AM"
"723","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","297.6346","5/29/2012 12:00:00 AM"
"723","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","306.5636","5/29/2013 12:00:00 AM"
"723","5/30/2013 12:00:00 AM","","337.2200","5/9/2013 12:00:00 AM"
"724","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","297.6346","5/29/2012 12:00:00 AM"
"724","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","306.5636","5/29/2013 12:00:00 AM"
"724","5/30/2013 12:00:00 AM","","337.2200","5/9/2013 12:00:00 AM"
"725","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","306.5636","5/29/2012 12:00:00 AM"
"725","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","337.2200","5/29/2013 12:00:00 AM"
"726","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","306.5636","5/29/2012 12:00:00 AM"
"726","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","337.2200","5/29/2013 12:00:00 AM"
"727","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","306.5636","5/29/2012 12:00:00 AM"
"727","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","337.2200","5/29/2013 12:00:00 AM"
"728","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","306.5636","5/29/2012 12:00:00 AM"
"728","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","337.2200","5/29/2013 12:00:00 AM"
"729","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","306.5636","5/29/2012 12:00:00 AM"
"729","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","337.2200","5/29/2013 12:00:00 AM"
"730","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","306.5636","5/29/2012 12:00:00 AM"
"730","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","337.2200","5/29/2013 12:00:00 AM"
"731","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","594.8300","5/29/2012 12:00:00 AM"
"732","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","594.8300","5/29/2012 12:00:00 AM"
"733","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","594.8300","5/29/2012 12:00:00 AM"
"734","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","594.8300","5/29/2012 12:00:00 AM"
"735","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","594.8300","5/29/2012 12:00:00 AM"
"736","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","297.6346","5/29/2012 12:00:00 AM"
"736","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","306.5636","5/29/2013 12:00:00 AM"
"736","5/30/2013 12:00:00 AM","","337.2200","5/9/2013 12:00:00 AM"
"737","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","297.6346","5/29/2012 12:00:00 AM"
"737","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","306.5636","5/29/2013 12:00:00 AM"
"737","5/30/2013 12:00:00 AM","","337.2200","5/9/2013 12:00:00 AM"
"738","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","297.6346","5/29/2012 12:00:00 AM"
"738","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","306.5636","5/29/2013 12:00:00 AM"
"738","5/30/2013 12:00:00 AM","","337.2200","5/9/2013 12:00:00 AM"
"739","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1204.3248","5/29/2012 12:00:00 AM"
"739","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1240.4545","5/29/2013 12:00:00 AM"
"739","5/30/2013 12:00:00 AM","","1364.5000","5/9/2013 12:00:00 AM"
"740","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1364.5000","5/29/2012 12:00:00 AM"
"741","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1364.5000","5/29/2012 12:00:00 AM"
"742","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1204.3248","5/29/2012 12:00:00 AM"
"742","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1240.4545","5/29/2013 12:00:00 AM"
"742","5/30/2013 12:00:00 AM","","1364.5000","5/9/2013 12:00:00 AM"
"743","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1191.1739","5/29/2012 12:00:00 AM"
"743","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1226.9091","5/29/2013 12:00:00 AM"
"743","5/30/2013 12:00:00 AM","","1349.6000","5/9/2013 12:00:00 AM"
"744","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1349.6000","5/29/2012 12:00:00 AM"
"745","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1349.6000","5/29/2012 12:00:00 AM"
"746","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1191.1739","5/29/2012 12:00:00 AM"
"746","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1226.9091","5/29/2013 12:00:00 AM"
"746","5/30/2013 12:00:00 AM","","1349.6000","5/9/2013 12:00:00 AM"
"747","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1191.1739","5/29/2012 12:00:00 AM"
"747","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1226.9091","5/29/2013 12:00:00 AM"
"747","5/30/2013 12:00:00 AM","","1349.6000","5/9/2013 12:00:00 AM"
"748","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1204.3248","5/29/2012 12:00:00 AM"
"748","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1240.4545","5/29/2013 12:00:00 AM"
"748","5/30/2013 12:00:00 AM","","1364.5000","5/9/2013 12:00:00 AM"
"749","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3578.2700","5/29/2012 12:00:00 AM"
"750","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3578.2700","5/29/2012 12:00:00 AM"
"751","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3578.2700","5/29/2012 12:00:00 AM"
"752","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3578.2700","5/29/2012 12:00:00 AM"
"753","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3578.2700","5/29/2012 12:00:00 AM"
"754","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1457.9900","5/29/2012 12:00:00 AM"
"755","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1457.9900","5/29/2012 12:00:00 AM"
"756","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1457.9900","5/29/2012 12:00:00 AM"
"757","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1457.9900","5/29/2012 12:00:00 AM"
"758","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","1457.9900","5/29/2012 12:00:00 AM"
"759","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"759","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"760","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"760","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"761","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"761","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"762","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"762","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"763","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"763","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"764","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"764","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"765","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"765","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"766","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"766","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"767","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"767","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"768","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"768","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"769","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"769","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"770","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","699.0982","5/29/2012 12:00:00 AM"
"770","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","782.9900","5/29/2013 12:00:00 AM"
"771","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3399.9900","5/29/2012 12:00:00 AM"
"772","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3399.9900","5/29/2012 12:00:00 AM"
"773","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3399.9900","5/29/2012 12:00:00 AM"
"774","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3399.9900","5/29/2012 12:00:00 AM"
"775","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3374.9900","5/29/2012 12:00:00 AM"
"776","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3374.9900","5/29/2012 12:00:00 AM"
"777","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3374.9900","5/29/2012 12:00:00 AM"
"778","5/31/2011 12:00:00 AM","5/29/2012 12:00:00 AM","3374.9900","5/29/2012 12:00:00 AM"
"779","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2071.4196","5/29/2013 12:00:00 AM"
"779","5/30/2013 12:00:00 AM","","2319.9900","5/9/2013 12:00:00 AM"
"780","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2071.4196","5/29/2013 12:00:00 AM"
"780","5/30/2013 12:00:00 AM","","2319.9900","5/9/2013 12:00:00 AM"
"781","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2071.4196","5/29/2013 12:00:00 AM"
"781","5/30/2013 12:00:00 AM","","2319.9900","5/9/2013 12:00:00 AM"
"782","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2049.0982","5/29/2013 12:00:00 AM"
"782","5/30/2013 12:00:00 AM","","2294.9900","5/9/2013 12:00:00 AM"
"783","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2049.0982","5/29/2013 12:00:00 AM"
"783","5/30/2013 12:00:00 AM","","2294.9900","5/9/2013 12:00:00 AM"
"784","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2049.0982","5/29/2013 12:00:00 AM"
"784","5/30/2013 12:00:00 AM","","2294.9900","5/9/2013 12:00:00 AM"
"785","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1079.9900","5/29/2013 12:00:00 AM"
"786","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1079.9900","5/29/2013 12:00:00 AM"
"787","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1079.9900","5/29/2013 12:00:00 AM"
"788","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1079.9900","5/29/2013 12:00:00 AM"
"789","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2443.3500","5/29/2013 12:00:00 AM"
"790","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2443.3500","5/29/2013 12:00:00 AM"
"791","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2443.3500","5/29/2013 12:00:00 AM"
"792","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2181.5625","5/29/2013 12:00:00 AM"
"792","5/30/2013 12:00:00 AM","","2443.3500","5/9/2013 12:00:00 AM"
"793","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2181.5625","5/29/2013 12:00:00 AM"
"793","5/30/2013 12:00:00 AM","","2443.3500","5/9/2013 12:00:00 AM"
"794","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2181.5625","5/29/2013 12:00:00 AM"
"794","5/30/2013 12:00:00 AM","","2443.3500","5/9/2013 12:00:00 AM"
"795","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2181.5625","5/29/2013 12:00:00 AM"
"795","5/30/2013 12:00:00 AM","","2443.3500","5/9/2013 12:00:00 AM"
"796","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","2181.5625","5/29/2013 12:00:00 AM"
"796","5/30/2013 12:00:00 AM","","2443.3500","5/9/2013 12:00:00 AM"
"797","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1000.4375","5/29/2013 12:00:00 AM"
"797","5/30/2013 12:00:00 AM","","1120.4900","5/9/2013 12:00:00 AM"
"798","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1000.4375","5/29/2013 12:00:00 AM"
"798","5/30/2013 12:00:00 AM","","1120.4900","5/9/2013 12:00:00 AM"
"799","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1000.4375","5/29/2013 12:00:00 AM"
"799","5/30/2013 12:00:00 AM","","1120.4900","5/9/2013 12:00:00 AM"
"800","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1000.4375","5/29/2013 12:00:00 AM"
"800","5/30/2013 12:00:00 AM","","1120.4900","5/9/2013 12:00:00 AM"
"801","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1000.4375","5/29/2013 12:00:00 AM"
"801","5/30/2013 12:00:00 AM","","1120.4900","5/9/2013 12:00:00 AM"
"802","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","148.2200","5/29/2013 12:00:00 AM"
"803","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","175.4900","5/29/2013 12:00:00 AM"
"804","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","229.4900","5/29/2013 12:00:00 AM"
"805","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","34.2000","5/29/2013 12:00:00 AM"
"806","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","102.2900","5/29/2013 12:00:00 AM"
"807","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","124.7300","5/29/2013 12:00:00 AM"
"808","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","40.4909","5/29/2013 12:00:00 AM"
"808","5/30/2013 12:00:00 AM","","44.5400","5/9/2013 12:00:00 AM"
"809","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","56.2909","5/29/2013 12:00:00 AM"
"809","5/30/2013 12:00:00 AM","","61.9200","5/9/2013 12:00:00 AM"
"810","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","109.3364","5/29/2013 12:00:00 AM"
"810","5/30/2013 12:00:00 AM","","120.2700","5/9/2013 12:00:00 AM"
"811","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","40.4909","5/29/2013 12:00:00 AM"
"811","5/30/2013 12:00:00 AM","","44.5400","5/9/2013 12:00:00 AM"
"812","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","56.2909","5/29/2013 12:00:00 AM"
"812","5/30/2013 12:00:00 AM","","61.9200","5/9/2013 12:00:00 AM"
"813","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","109.3364","5/29/2013 12:00:00 AM"
"813","5/30/2013 12:00:00 AM","","120.2700","5/9/2013 12:00:00 AM"
"814","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","348.7600","5/29/2013 12:00:00 AM"
"815","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","60.7450","5/29/2013 12:00:00 AM"
"816","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","209.0250","5/29/2013 12:00:00 AM"
"817","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","300.2150","5/29/2013 12:00:00 AM"
"818","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","85.5650","5/29/2013 12:00:00 AM"
"819","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","248.3850","5/29/2013 12:00:00 AM"
"820","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","330.0600","5/29/2013 12:00:00 AM"
"821","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","218.0100","5/29/2013 12:00:00 AM"
"822","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","540.7545","5/29/2013 12:00:00 AM"
"822","5/30/2013 12:00:00 AM","","594.8300","5/9/2013 12:00:00 AM"
"823","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","87.7450","5/29/2013 12:00:00 AM"
"824","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","236.0250","5/29/2013 12:00:00 AM"
"825","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","327.2150","5/29/2013 12:00:00 AM"
"826","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","112.5650","5/29/2013 12:00:00 AM"
"827","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","275.3850","5/29/2013 12:00:00 AM"
"828","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","357.0600","5/29/2013 12:00:00 AM"
"829","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","245.0100","5/29/2013 12:00:00 AM"
"830","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","348.7600","5/29/2013 12:00:00 AM"
"831","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","348.7600","5/29/2013 12:00:00 AM"
"832","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","348.7600","5/29/2013 12:00:00 AM"
"833","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","540.7545","5/29/2013 12:00:00 AM"
"833","5/30/2013 12:00:00 AM","","594.8300","5/9/2013 12:00:00 AM"
"834","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","540.7545","5/29/2013 12:00:00 AM"
"834","5/30/2013 12:00:00 AM","","594.8300","5/9/2013 12:00:00 AM"
"835","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","540.7545","5/29/2013 12:00:00 AM"
"835","5/30/2013 12:00:00 AM","","594.8300","5/9/2013 12:00:00 AM"
"836","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","540.7545","5/29/2013 12:00:00 AM"
"836","5/30/2013 12:00:00 AM","","594.8300","5/9/2013 12:00:00 AM"
"837","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1301.3636","5/29/2013 12:00:00 AM"
"837","5/30/2013 12:00:00 AM","","1431.5000","5/9/2013 12:00:00 AM"
"838","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1301.3636","5/29/2013 12:00:00 AM"
"838","5/30/2013 12:00:00 AM","","1431.5000","5/9/2013 12:00:00 AM"
"839","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1301.3636","5/29/2013 12:00:00 AM"
"839","5/30/2013 12:00:00 AM","","1431.5000","5/9/2013 12:00:00 AM"
"840","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","1301.3636","5/29/2013 12:00:00 AM"
"840","5/30/2013 12:00:00 AM","","1431.5000","5/9/2013 12:00:00 AM"
"841","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","59.9900","5/29/2013 12:00:00 AM"
"842","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","125.0000","5/29/2013 12:00:00 AM"
"843","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","25.0000","5/29/2013 12:00:00 AM"
"844","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","19.9900","5/29/2013 12:00:00 AM"
"845","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","24.9900","5/29/2013 12:00:00 AM"
"846","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","13.9900","5/29/2013 12:00:00 AM"
"847","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","34.9900","5/29/2013 12:00:00 AM"
"848","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","44.9900","5/29/2013 12:00:00 AM"
"849","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","59.9900","5/29/2013 12:00:00 AM"
"850","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","59.9900","5/29/2013 12:00:00 AM"
"851","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","59.9900","5/29/2013 12:00:00 AM"
"852","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","74.9900","5/29/2013 12:00:00 AM"
"853","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","74.9900","5/29/2013 12:00:00 AM"
"854","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","74.9900","5/29/2013 12:00:00 AM"
"855","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","89.9900","5/29/2013 12:00:00 AM"
"856","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","89.9900","5/29/2013 12:00:00 AM"
"857","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","89.9900","5/29/2013 12:00:00 AM"
"858","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","23.5481","5/29/2013 12:00:00 AM"
"858","5/30/2013 12:00:00 AM","","24.4900","5/9/2013 12:00:00 AM"
"859","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","23.5481","5/29/2013 12:00:00 AM"
"859","5/30/2013 12:00:00 AM","","24.4900","5/9/2013 12:00:00 AM"
"860","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","23.5481","5/29/2013 12:00:00 AM"
"860","5/30/2013 12:00:00 AM","","24.4900","5/9/2013 12:00:00 AM"
"861","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","37.9900","5/29/2013 12:00:00 AM"
"862","5/30/2012 12:00:00 AM","5/29/2013 12:00:00 AM","37.9900","5/29/2013 12:00:00 AM"
