"BusinessEntityID","AccountNumber","Name","CreditRating","PreferredVendorStatus","ActiveFlag","PurchasingWebServiceURL","ModifiedDate"
"1668","TOURING0001","Touring Equipment Center","1","True","True","","2/3/2012 12:00:00 AM"
"1670","HOLIDAY0001","Holiday Skate & Cycle","1","True","True","","2/3/2012 12:00:00 AM"
"1672","EXPERTB0001","Expert Bike Co","1","True","True","","1/25/2012 12:00:00 AM"
"1674","VARSITY0001","Varsity Sport Co.","1","True","True","","2/18/2012 12:00:00 AM"
"1676","TEAMATH0001","Team Athletic Co.","1","True","True","","2/3/2012 12:00:00 AM"
"1678","PROSE0001","Proseware, Inc.","4","False","False","www.proseware.com/","5/9/2011 12:00:00 AM"
"1680","JACKSON0001","Jackson Authority","1","True","True","","1/25/2012 12:00:00 AM"
"1682","PREMIER0001","Premier Sport, Inc.","1","True","True","","2/2/2012 12:00:00 AM"
"1684","PROFESSI0001","Professional Athletic Consultants","1","True","True","","2/2/2012 12:00:00 AM"
"1686","PROSPOR0001","Pro Sport Industries","1","False","True","","2/2/2012 12:00:00 AM"
"1688","WOODFIT0001","Wood Fitness","1","True","True","","2/18/2012 12:00:00 AM"
"1690","BLOOMING0001","Bloomington Multisport","1","True","True","","12/23/2011 12:00:00 AM"
"1692","CARLSON0001","Carlson Specialties","2","True","True","","12/24/2011 12:00:00 AM"
"1694","COMPETE0002","Compete, Inc.","1","True","True","","12/24/2011 12:00:00 AM"
"1696","CHICAGO0001","Chicago City Saddles","1","True","True","","12/24/2011 12:00:00 AM"
"1698","BUSINESS0001","Business Equipment Center","2","True","True","","12/23/2011 12:00:00 AM"
