SalesOrderID,SalesOrderDetailID,SalesOrderNumber,PurchaseOrderNumber,OrderDate,DueDate,ShipDate,OrderStatus,OnlineOrderFlag,CustomerID,CustomerDisplayName,CustomerAccountNumber,ShipMethodName,CarrierTrackingNumber,City,StateProvinceCode,StateProvinceName,CountryRegionCode,CountryRegionName,PostalCode,TerritoryName,TerritoryGroup,ProductID,ProductName,ProductNumber,ProductCategoryName,ProductSubcategoryName,Color,Size,Weight,ProductLine,Class,Style,OrderQty,UnitPrice,UnitPriceDiscount,LineTotal,StandardCost,ListPrice,SubTotal,TaxAmt,Freight,TotalDue,CardType
43659,11,SO43659,PO522145787,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29825,Better Bike Shop,AW00029825,CARGO TRANSPORT 5,4911-403C-98,Austell,GA ,Georgia,US,United States,30106,Southeast,North America,712,AWC Logo Cap,CA-1098,Clothing,Caps,Multi,,,S ,,U ,2,5.1865,0,10.373,6.9223,8.99,20565.6206,1971.5149,616.0984,23153.2339,ColonialVoice
43659,12,SO43659,PO522145787,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29825,Better Bike Shop,AW00029825,CARGO TRANSPORT 5,4911-403C-98,Austell,GA ,Georgia,US,United States,30106,Southeast,North America,711,"Sport-100 Helmet, Blue",HL-U509-B,Accessories,Helmets,Blue,,,S ,,,4,20.1865,0,80.746,13.0863,34.99,20565.6206,1971.5149,616.0984,23153.2339,ColonialVoice
43660,13,SO43660,PO18850127500,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29672,Pedals Warehouse,AW00029672,CARGO TRANSPORT 5,6431-4D57-83,Suwanee,GA ,Georgia,US,United States,30024,Southeast,North America,762,"Road-650 Red, 44",BK-R50R-44,Bikes,Road Bikes,Red,44,18.77,R ,L ,U ,1,419.4589,0,419.4589,486.7066,782.99,1294.2529,124.2483,38.8276,1457.3288,Vista
43660,14,SO43660,PO18850127500,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29672,Pedals Warehouse,AW00029672,CARGO TRANSPORT 5,6431-4D57-83,Suwanee,GA ,Georgia,US,United States,30024,Southeast,North America,758,"Road-450 Red, 52",BK-R68R-52,Bikes,Road Bikes,Red,52,17.42,R ,M ,U ,1,874.794,0,874.794,884.7083,1457.99,1294.2529,124.2483,38.8276,1457.3288,Vista
43661,15,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,745,"HL Mountain Frame - Black, 48",FR-M94B-48,Components,Mountain Frames,Black,48,2.8,M ,H ,U ,1,809.76,0,809.76,699.0928,1349.6,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,16,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,743,"HL Mountain Frame - Black, 42",FR-M94B-42,Components,Mountain Frames,Black,42,2.72,M ,H ,U ,1,714.7043,0,714.7043,739.041,1349.6,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,17,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,747,"HL Mountain Frame - Black, 38",FR-M94B-38,Components,Mountain Frames,Black,38,2.68,M ,H ,U ,2,714.7043,0,1429.4086,739.041,1349.6,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,18,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,712,AWC Logo Cap,CA-1098,Clothing,Caps,Multi,,,S ,,U ,4,5.1865,0,20.746,6.9223,8.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,19,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,Clothing,Jerseys,Multi,L,,S ,,U ,4,28.8404,0,115.3616,38.4923,49.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,20,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,742,"HL Mountain Frame - Silver, 46",FR-M94S-46,Components,Mountain Frames,Silver,46,2.84,M ,H ,U ,2,722.5949,0,1445.1898,747.2002,1364.5,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,21,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,775,"Mountain-100 Black, 38",BK-M82B-38,Bikes,Mountain Bikes,Black,38,20.35,M ,H ,U ,3,2024.994,0,6074.982,1898.0944,3374.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,22,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,778,"Mountain-100 Black, 48",BK-M82B-48,Bikes,Mountain Bikes,Black,48,21.42,M ,H ,U ,2,2024.994,0,4049.988,1898.0944,3374.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,23,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,711,"Sport-100 Helmet, Blue",HL-U509-B,Accessories,Helmets,Blue,,,S ,,,2,20.1865,0,40.373,13.0863,34.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,24,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,741,"HL Mountain Frame - Silver, 48",FR-M94S-52,Components,Mountain Frames,Silver,48,2.8,M ,H ,U ,2,818.7,0,1637.4,706.811,1364.5,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,25,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,776,"Mountain-100 Black, 42",BK-M82B-42,Bikes,Mountain Bikes,Black,42,20.77,M ,H ,U ,4,2024.994,0,8099.976,1898.0944,3374.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,26,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,773,"Mountain-100 Silver, 44",BK-M82S-44,Bikes,Mountain Bikes,Silver,44,21.13,M ,H ,U ,2,2039.994,0,4079.988,1912.1544,3399.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,27,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,Clothing,Jerseys,Multi,XL,,S ,,U ,2,28.8404,0,57.6808,38.4923,49.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,28,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,777,"Mountain-100 Black, 44",BK-M82B-44,Bikes,Mountain Bikes,Black,44,21.13,M ,H ,U ,2,2024.994,0,4049.988,1898.0944,3374.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43661,29,SO43661,PO18473189620,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29734,Original Bicycle Supply Company,AW00029734,CARGO TRANSPORT 5,4E0A-4F89-AE,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,708,"Sport-100 Helmet, Black",HL-U509,Accessories,Helmets,Black,,,S ,,,5,20.1865,0,100.9325,13.0863,34.99,32726.4786,3153.7696,985.553,36865.8012,Distinguish
43662,30,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,764,"Road-650 Red, 52",BK-R50R-52,Bikes,Road Bikes,Red,52,19.42,R ,L ,U ,3,419.4589,0,1258.3767,486.7066,782.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,31,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,770,"Road-650 Black, 52",BK-R50B-52,Bikes,Road Bikes,Black,52,19.42,R ,L ,U ,5,419.4589,0,2097.2945,486.7066,782.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,32,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,730,"LL Road Frame - Red, 62",FR-R38R-62,Components,Road Frames,Red,62,2.5,R ,L ,U ,2,183.9382,0,367.8764,187.1571,337.22,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,33,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,754,"Road-450 Red, 58",BK-R68R-58,Bikes,Road Bikes,Red,58,17.79,R ,M ,U ,4,874.794,0,3499.176,884.7083,1457.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,34,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,725,"LL Road Frame - Red, 44",FR-R38R-44,Components,Road Frames,Red,44,2.32,R ,L ,U ,3,183.9382,0,551.8146,187.1571,337.22,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,35,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,762,"Road-650 Red, 44",BK-R50R-44,Bikes,Road Bikes,Red,44,18.77,R ,L ,U ,5,419.4589,0,2097.2945,486.7066,782.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,36,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,765,"Road-650 Black, 58",BK-R50B-58,Bikes,Road Bikes,Black,58,19.79,R ,L ,U ,3,419.4589,0,1258.3767,486.7066,782.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,37,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,768,"Road-650 Black, 44",BK-R50B-44,Bikes,Road Bikes,Black,44,18.77,R ,L ,U ,2,419.4589,0,838.9178,486.7066,782.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,38,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,753,"Road-150 Red, 56",BK-R93R-56,Bikes,Road Bikes,Red,56,14.68,R ,H ,U ,1,2146.962,0,2146.962,2171.2942,3578.27,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,39,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,756,"Road-450 Red, 44",BK-R68R-44,Bikes,Road Bikes,Red,44,16.77,R ,M ,U ,1,874.794,0,874.794,884.7083,1457.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,40,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,763,"Road-650 Red, 48",BK-R50R-48,Bikes,Road Bikes,Red,48,19.13,R ,L ,U ,3,419.4589,0,1258.3767,486.7066,782.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,41,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,732,"ML Road Frame - Red, 48",FR-R72R-48,Components,Road Frames,Red,48,2.26,R ,M ,U ,1,356.898,0,356.898,352.1394,594.83,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,42,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,758,"Road-450 Red, 52",BK-R68R-52,Bikes,Road Bikes,Red,52,17.42,R ,M ,U ,6,874.794,0,5248.764,884.7083,1457.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,43,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,729,"LL Road Frame - Red, 60",FR-R38R-60,Components,Road Frames,Red,60,2.48,R ,L ,U ,1,183.9382,0,183.9382,187.1571,337.22,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,44,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,722,"LL Road Frame - Black, 58",FR-R38B-58,Components,Road Frames,Black,58,2.46,R ,L ,U ,3,178.5808,0,535.7424,204.6251,337.22,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,45,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,749,"Road-150 Red, 62",BK-R93R-62,Bikes,Road Bikes,Red,62,15,R ,H ,U ,1,2146.962,0,2146.962,2171.2942,3578.27,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,46,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,760,"Road-650 Red, 60",BK-R50R-60,Bikes,Road Bikes,Red,60,19.9,R ,L ,U ,3,419.4589,0,1258.3767,486.7066,782.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,47,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,726,"LL Road Frame - Red, 48",FR-R38R-48,Components,Road Frames,Red,48,2.36,R ,L ,U ,1,183.9382,0,183.9382,187.1571,337.22,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,48,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,733,"ML Road Frame - Red, 52",FR-R72R-52,Components,Road Frames,Red,52,2.3,R ,M ,U ,1,356.898,0,356.898,352.1394,594.83,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,49,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,738,"LL Road Frame - Black, 52",FR-R38B-52,Components,Road Frames,Black,52,2.4,R ,L ,U ,1,178.5808,0,178.5808,204.6251,337.22,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,50,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,766,"Road-650 Black, 60",BK-R50B-60,Bikes,Road Bikes,Black,60,19.9,R ,L ,U ,3,419.4589,0,1258.3767,486.7066,782.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43662,51,SO43662,PO18444174044,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29994,"Health Spa, Limited",AW00029994,CARGO TRANSPORT 5,2E53-4802-85,Toronto,ON ,Ontario,CA,Canada,M4B 1V5,Canada,North America,755,"Road-450 Red, 60",BK-R68R-60,Bikes,Road Bikes,Red,60,17.9,R ,M ,U ,1,874.794,0,874.794,884.7083,1457.99,28832.5289,2775.1646,867.2389,32474.9324,ColonialVoice
43663,52,SO43663,PO18009186470,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29565,World Bike Discount Store,AW00029565,CARGO TRANSPORT 5,1E90-4FBF-B6,Trabuco Canyon,CA ,California,US,United States,92679,Southwest,North America,760,"Road-650 Red, 60",BK-R50R-60,Bikes,Road Bikes,Red,60,19.9,R ,L ,U ,1,419.4589,0,419.4589,486.7066,782.99,419.4589,40.2681,12.5838,472.3108,Vista
43664,53,SO43664,PO16617121983,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29898,Capable Sales and Service,AW00029898,CARGO TRANSPORT 5,2F44-4BA1-BB,Seattle,WA ,Washington,US,United States,98104,Northwest,North America,772,"Mountain-100 Silver, 42",BK-M82S-42,Bikes,Mountain Bikes,Silver,42,20.77,M ,H ,U ,1,2039.994,0,2039.994,1912.1544,3399.99,24432.6088,2344.9921,732.81,27510.4109,ColonialVoice
43664,54,SO43664,PO16617121983,5/31/2011 0:00,6/12/2011 0:00,6/7/2011 0:00,Shipped,FALSE,29898,Capable Sales and Service,AW00029898,CARGO TRANSPORT 5,2F44-4BA1-BB,Seattle,WA ,Washington,US,United States,98104,Northwest,North America,775,"Mountain-100 Black, 38",BK-M82B-38,Bikes,Mountain Bikes,Black,38,20.35,M ,H ,U ,4,2024.994,0,8099.976,1898.0944,3374.99,24432.6088,2344.9921,732.81,27510.4109,ColonialVoice
